Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0,319.255127,24.881401,1233.603638,-193.115799,128.74826,245.475143,812.480408,71.121758,1267.340576,131.247711,116.152077,565.292114,-307.247528,37.493244,1326.417847,-191.309692,165.596222,747.821289,-540.214722,146.026031,831.071655,-742.238281,42.440956,1191.951416,-717.682007,110.30658,875.270752,-355.360077,147.906647,324.74884,761.371765,89.655251,813.214722,295.782043,92.781792,746.353943,42.296021,150.145737,817.045715,-9.967849,112.670609,993.413818,257.340363,77.316986,951.623657,656.125,22.475489,65.091255,96.133499,129.76828,577.747925,407.29184,23.388584,1094.851196,436.884583,24.062857,1287.293091,554.13678,57.718403,1112.39856,600.670654,89.951225,1226.674072,683.130554,82.140968,1306.011597,737.622131,81.725395,1084.318848,861.817566,93.378601,932.474487,887.172607,101.459351,1082.68811,889.28833,108.639191,793.9646,752.847046,89.795349,658.641663,556.341187,36.411922,637.484985,424.459747,52.680054,666.318176,590.19342,57.66283,901.615479,462.018127,20.862221,959.524597,860.63031,104.41201,656.432922,-953.087708,52.995796,612.080017,-852.298401,42.644558,64.461647,-611.803711,114.205269,273.868622,-681.09668,139.13121,534.53656,626.477539,17.601561,324.926941,454.159607,52.293533,441.859772,646.822327,83.533745,1023.033752,192.355606,26.712336,-8.21507,251.517654,92.162399,344.564697,608.801453,49.283188,783.934204,365.551544,69.429466,845.836304,75.426102,37.325413,1244.69043,559.465149,49.99165,1000.814941,443.995789,41.145718,766.213501,374.774811,41.62442,938.385864,-229.21225,46.979855,-73.960129,-238.359985,168.735657,448.05899,52.51199,102.710899,183.570984,385.303925,19.891336,104.289833,319.255157,24.881399,1233.603638,-355.360077,147.906647,324.74884,761.371765,89.655251,813.214722,295.782074,92.781792,746.353943,42.29604,150.145737,817.045715,-9.967834,112.670609,993.413818,257.340393,77.316986,951.623657,656.125,22.475489,65.091286,96.133522,129.76828,577.747925,407.29187,23.388584,1094.851196,436.884583,24.062857,1287.293091,-193.115784,128.74826,245.475143,554.13678,57.718403,1112.39856,600.670654,89.951225,1226.674072,683.130554,82.140968,1306.011597,737.622131,81.725395,1084.318848,861.817566,93.378601,932.474487,887.172607,101.459351,1082.68811,889.28833,108.639191,793.9646,752.847046,89.795349,658.641663,556.341187,36.411922,637.484985,424.459778,52.680054,666.318176,812.480408,71.121758,1267.340576,590.19342,57.66283,901.615479,462.018158,20.862221,959.524597,860.63031,104.41201,656.432922,-953.087646,52.995796,612.080017,-852.29834,42.644558,64.461624,-611.803711,114.205269,273.868622,-681.09668,139.13121,534.53656,626.477539,17.601561,324.926941,454.159637,52.293533,441.859772,646.822327,83.533745,1023.033752,131.247726,116.152077,565.292114,192.355621,26.712336,-8.215083,251.517654,92.162399,344.564697,608.801453,49.283188,783.934204,365.551575,69.429466,845.836304,75.426117,37.325413,1244.69043,559.465149,49.99165,1000.814941,443.995789,41.145718,766.213501,374.774841,41.62442,938.385864,-229.212234,46.979855,-73.960106,-238.359955,168.735657,448.05899,-307.247528,37.493244,1326.417847,52.512012,102.710899,183.570984,385.303925,19.891338,104.289825,-191.309692,165.596222,747.821289,-540.214722,146.026031,831.071655,-742.238281,42.440956,1191.951416,-717.682007,110.30658,875.270752
1,0.01,319.253448,24.871744,1233.60083,-193.117447,128.745224,245.472992,812.478333,71.115578,1267.338501,131.245941,116.14814,565.2901,-307.249268,37.477718,1326.414551,-191.312042,165.587814,747.819519,-540.216919,146.014008,831.069397,-742.240051,42.423489,1191.947876,-717.684021,110.292694,875.267944,-355.361969,147.901505,324.746765,761.369934,89.653549,813.213013,295.780304,92.777184,746.351868,42.293758,150.138412,817.044006,-9.969995,112.660965,993.411621,257.338562,77.309875,951.621399,656.124329,22.481009,65.088692,96.131592,129.763931,577.746033,407.290283,23.381104,1094.848511,436.882843,24.053535,1287.290283,554.134949,57.711876,1112.39624,600.668457,89.943832,1226.672119,683.128357,82.133369,1306.009521,737.620117,81.720596,1084.317139,861.815674,93.376396,932.472961,887.170288,101.455734,1082.686646,889.286377,108.638687,793.963257,752.845398,89.79525,658.639893,556.339966,36.410515,637.482544,424.458374,52.677307,666.315796,590.191833,57.658848,901.613281,462.016754,20.856619,959.521912,860.628601,104.412766,656.431458,-953.089111,52.982918,612.076416,-852.299072,42.638344,64.458015,-611.805054,114.198685,273.865936,-681.098572,139.121262,534.534119,626.476746,17.604057,324.924316,454.158478,52.29343,441.857391,646.820435,83.5289,1023.03186,192.355042,26.715033,-8.217991,251.516251,92.161766,344.562561,608.799927,49.280613,783.931885,365.549866,69.424332,845.834045,75.424316,37.313736,1244.6875,559.463501,49.986362,1000.8125,443.994354,41.142052,766.210999,374.773254,41.618362,938.38324,-229.212936,46.97998,-73.963165,-238.362106,168.730103,448.05719,52.510651,102.710449,183.568771,385.303253,19.894323,104.287025,319.2388,24.875227,1233.587402,-355.369537,147.909058,324.746704,761.388062,89.633301,813.209656,295.759766,92.786346,746.34314,42.298332,150.115326,817.05957,-9.979696,112.646767,993.406799,257.347229,77.321518,951.596008,656.127014,22.467447,65.093048,96.098206,129.653061,577.740967,407.29364,23.368481,1094.849976,436.891815,24.067862,1287.283081,-193.112778,128.75116,245.468307,554.129883,57.722576,1112.410767,600.674316,89.957535,1226.666382,683.131287,82.126213,1306.016602,737.589661,81.71244,1084.301758,861.823486,93.363861,932.454407,887.180847,101.441383,1082.686523,889.296448,108.605637,793.94696,752.84552,89.789093,658.667236,556.352661,36.413509,637.480408,424.48877,52.666603,666.332031,812.450439,71.153435,1267.344971,590.192078,57.661297,901.610352,462.010071,20.849276,959.521362,860.615234,104.508644,656.498474,-953.093018,52.992115,612.065125,-852.299133,42.628513,64.475433,-611.818604,114.171021,273.873291,-681.099548,139.137482,534.523743,626.481323,17.611107,324.944397,454.155212,52.358871,441.86618,646.823242,83.508469,1023.03949,131.282898,116.142097,565.305664,192.334702,26.665518,-8.235623,251.499146,92.158615,344.560608,608.804993,49.296711,783.931641,365.533234,69.586586,845.943176,75.445129,37.38958,1244.726807,559.472595,49.980717,1000.794861,443.998749,41.129303,766.217834,374.481812,39.964939,937.615295,-229.223953,47.029308,-73.990601,-238.346512,168.744522,448.071167,-307.23819,37.486603,1326.422852,52.52113,102.721527,183.544815,385.298004,19.870083,104.269112,-191.30899,165.607819,747.802368,-540.218384,146.044022,831.056763,-742.244141,42.378605,1191.944214,-717.683838,110.257072,875.279602
2,0.02,319.240845,24.891243,1233.604492,-193.118591,128.7267,245.466675,812.465515,71.134239,1267.345947,131.241135,116.141212,565.287964,-307.263031,37.50383,1326.410645,-191.318619,165.589783,747.811707,-540.224609,146.02095,831.058472,-742.252136,42.446072,1191.938843,-717.692261,110.302254,875.256531,-355.363892,147.886963,324.737823,761.362366,89.6539,813.218872,295.773376,92.776909,746.352356,42.28632,150.142166,817.039368,-9.979546,112.672157,993.40802,257.329285,77.318146,951.622131,656.124695,22.451296,65.096138,96.126717,129.757675,577.74292,407.279236,23.394545,1094.853149,436.869629,24.074703,1287.295166,554.123779,57.725372,1112.401123,600.656128,89.961784,1226.676392,683.115173,82.154182,1306.015015,737.609497,81.732124,1084.322876,861.806702,93.381165,932.479736,887.159851,101.466522,1082.693359,889.278992,108.63768,793.969727,752.839417,89.78933,658.645691,556.333984,36.404613,637.48822,424.452179,52.673183,666.319397,590.183044,57.663582,901.618591,462.007141,20.864292,959.527222,860.622681,104.406273,656.437805,-953.094604,52.982788,612.064697,-852.298828,42.61541,64.447937,-611.806824,114.183212,273.855499,-681.102966,139.11676,534.521912,626.474121,17.585087,324.931641,454.154755,52.280014,441.861389,646.810364,83.53833,1023.036743,192.356201,26.684425,-8.215785,251.513779,92.145294,344.562622,608.792419,49.28046,783.937683,365.541748,69.427803,845.836304,75.411606,37.334793,1244.687866,559.453552,49.995285,1000.817749,443.987,41.141914,766.215271,374.764038,41.625576,938.38678,-229.210922,46.948586,-73.96656,-238.365341,168.720032,448.048798,52.510036,102.688301,183.56633,385.303162,19.867435,104.291496,319.24765,24.871862,1233.587158,-355.357056,147.902374,324.758698,761.381958,89.651497,813.213379,295.757111,92.771599,746.357056,42.300884,150.145172,817.055237,-9.971766,112.680031,993.425049,257.346619,77.302444,951.603271,656.111633,22.461946,65.085304,96.148514,129.785873,577.734436,407.29248,23.343554,1094.865356,436.876251,24.029806,1287.293701,-193.114624,128.747757,245.468216,554.126892,57.741421,1112.407837,600.636475,89.986237,1226.677612,683.124634,82.112747,1306.021484,737.283264,81.833473,1084.2677,861.823669,93.345688,932.463623,887.192078,101.468704,1082.681519,889.275269,108.627251,793.965881,752.853943,89.813858,658.668274,556.347534,36.40979,637.471558,424.475769,52.657558,666.322144,812.470886,71.138435,1267.348755,590.179138,57.676144,901.604004,462.012848,20.868065,959.528809,860.605469,104.575424,656.499512,-953.082336,52.985039,612.072937,-852.293884,42.639786,64.472366,-611.811157,114.197983,273.876801,-681.112,139.144135,534.526917,626.490356,17.595209,324.922852,454.137268,52.378597,441.866699,646.802795,83.498856,1023.029907,131.271988,116.101608,565.287781,192.335236,26.679106,-8.249493,251.517624,92.163643,344.564575,608.799133,49.289654,783.949585,365.578705,69.405396,845.849487,75.298782,37.668365,1244.744751,559.486816,49.966263,1000.812195,443.998169,41.145943,766.219604,374.467438,39.95919,937.608765,-229.152359,46.755669,-74.041534,-238.372314,168.758698,448.060211,-307.245453,37.481354,1326.418335,52.562824,102.654396,183.578934,385.297882,19.937746,104.293579,-191.316101,165.58934,747.8078,-540.222412,146.036331,831.054993,-742.242676,42.398121,1191.929077,-717.679382,110.270889,875.274414
3,0.03,319.246124,24.89467,1233.604126,-193.117584,128.743881,245.470016,812.470703,71.139389,1267.344482,131.243423,116.154678,565.289795,-307.257355,37.502838,1326.412964,-191.315887,165.598785,747.815613,-540.221436,146.026962,831.063477,-742.247192,42.445263,1191.942871,-717.688721,110.306725,875.261536,-355.36264,147.902084,324.742096,761.365662,89.666237,813.217957,295.776459,92.788177,746.353271,42.289406,150.151093,817.042175,-9.975597,112.677971,993.4104,257.333252,77.32589,951.622986,656.125549,22.475361,65.094528,96.128998,129.770782,577.745178,407.283966,23.400639,1094.852417,436.875092,24.077787,1287.294678,554.128479,57.731865,1112.400391,600.661072,89.966621,1226.676025,683.120483,82.158104,1306.014038,737.613953,81.739914,1084.322021,861.810425,93.392021,932.478516,887.164185,101.475037,1082.692139,889.282166,108.650917,793.968628,752.842163,89.804146,658.644714,556.336853,36.418873,637.487244,424.45517,52.686359,666.319153,590.18689,57.673679,901.617737,462.011383,20.872854,959.526306,860.625366,104.421631,656.436768,-953.091919,52.990471,612.069702,-852.298096,42.6325,64.452293,-611.805542,114.19799,273.860229,-681.100891,139.126953,534.527222,626.476013,17.604773,324.930054,454.15686,52.296989,441.860962,646.814514,83.546707,1023.036133,192.356705,26.707537,-8.215607,251.515335,92.162918,344.563751,608.795898,49.292568,783.936707,365.545319,69.437775,845.836548,75.416893,37.336906,1244.688721,559.457825,50.003616,1000.817078,443.990417,41.153545,766.214722,374.768066,41.634075,938.386536,-229.21077,46.970821,-73.964478,-238.363739,168.733719,448.052917,52.510918,102.707634,183.568176,385.304138,19.889608,104.290962,319.247437,24.878172,1233.595581,-355.360229,147.898941,324.737366,761.380737,89.664032,813.23761,295.763824,92.796883,746.345398,42.311104,150.12944,817.054199,-9.955502,112.639954,993.430298,257.348755,77.327927,951.617554,656.147217,22.464073,65.074249,96.121193,129.712723,577.742249,407.299683,23.359419,1094.862549,436.892792,24.068464,1287.282349,-193.115784,128.752792,245.471542,554.11853,57.687,1112.40332,600.655457,89.978722,1226.674927,683.120667,82.124489,1306.028198,737.389893,82.036255,1084.289062,861.80835,93.372787,932.470947,887.176514,101.483566,1082.69104,889.302917,108.640099,793.958069,752.848206,89.811584,658.67511,556.338745,36.402077,637.470581,424.471008,52.647167,666.326477,812.466431,71.143028,1267.343262,590.184509,57.689407,901.608215,462.016663,20.861065,959.519287,860.627686,104.458908,656.457825,-953.091919,53.008957,612.077087,-852.2854,42.657024,64.469177,-611.814636,114.215057,273.883423,-681.106018,139.126831,534.521606,626.514343,17.601212,324.922974,454.133575,52.347286,441.84613,646.837402,83.55468,1023.019104,131.248093,116.16954,565.304199,192.337479,26.675123,-8.257502,251.517303,92.179474,344.589874,608.809631,49.305092,783.946289,365.606934,69.295319,845.810913,75.206314,37.876289,1244.753662,559.468018,49.973995,1000.807495,444.009857,41.139194,766.215393,374.448517,39.861744,937.565491,-229.20578,47.00132,-73.966957,-238.353348,168.768646,448.068512,-307.238007,37.476883,1326.427612,52.531342,102.703979,183.579849,385.275726,19.937555,104.285133,-191.317444,165.580627,747.801758,-540.218445,146.025513,831.059998,-742.234314,42.394569,1191.932861,-717.671631,110.257736,875.279602
4,0.04,319.243256,24.901308,1233.60376,-193.121353,128.743896,245.469482,812.468018,71.145073,1267.343018,131.240021,116.156433,565.289001,-307.26004,37.51178,1326.413452,-191.318939,165.602798,747.814819,-540.224365,146.032532,831.063293,-742.249817,42.454201,1191.943848,-717.691895,110.313072,875.26178,-355.366302,147.903122,324.741638,761.362488,89.668411,813.216553,295.773193,92.790977,746.352478,42.286381,150.155075,817.041199,-9.978503,112.68351,993.409729,257.3302,77.330429,951.622253,656.121338,22.471807,65.093819,96.125618,129.77272,577.744324,407.280945,23.405951,1094.852051,436.872345,24.084568,1287.294189,554.12561,57.73695,1112.399536,600.658447,89.972511,1226.674805,683.11792,82.164421,1306.013062,737.611084,81.744331,1084.320801,861.807434,93.394905,932.47699,887.161377,101.479057,1082.69043,889.279114,108.652626,793.966919,752.838806,89.805107,658.643433,556.333435,36.420155,637.486572,424.451721,52.688198,666.318481,590.183716,57.676987,901.616821,462.008209,20.876944,959.525818,860.622131,104.422302,656.43512,-953.095215,52.995293,612.07074,-852.302063,42.632687,64.453247,-611.809448,114.199257,273.860382,-681.104309,139.130493,534.527283,626.472046,17.603371,324.929443,454.153137,52.296955,441.860321,646.811584,83.55085,1023.034912,192.352386,26.70455,-8.215845,251.511597,92.162613,344.562988,608.792603,49.294888,783.935852,365.542145,69.441193,845.835815,75.414078,37.344238,1244.688477,559.454773,50.007797,1000.816223,443.987061,41.156139,766.214172,374.764923,41.63821,938.386108,-229.215134,46.968357,-73.964241,-238.367157,168.735443,448.052185,52.507027,102.706535,183.567581,385.299927,19.887037,104.290482,319.245056,24.883276,1233.598999,-355.376556,147.902985,324.742828,761.383179,89.681793,813.224304,295.756958,92.801254,746.360229,42.312519,150.11969,817.056274,-9.976913,112.637863,993.417786,257.354004,77.303741,951.599976,656.13269,22.461266,65.074379,96.14254,129.751434,577.75885,407.289886,23.357574,1094.851196,436.885193,24.091463,1287.279785,-193.119385,128.746399,245.467407,554.135254,57.711365,1112.399292,600.6474,89.983292,1226.680664,683.130737,82.138153,1306.025513,737.412109,82.014847,1084.326538,861.805969,93.412193,932.465515,887.177307,101.495598,1082.691772,889.288086,108.621231,793.948242,752.842285,89.825905,658.65448,556.343994,36.40612,637.466248,424.4729,52.65382,666.319702,812.463196,71.166817,1267.357788,590.193176,57.677208,901.610229,462.005585,20.863359,959.524414,860.613403,104.42852,656.448669,-953.097168,53.013748,612.072205,-852.291138,42.675777,64.469872,-611.81543,114.215424,273.881531,-681.113953,139.140961,534.529541,626.522156,17.606182,324.976532,454.151794,52.319149,441.861511,646.813049,83.578514,1023.028137,131.253036,116.180428,565.307922,192.328796,26.691856,-8.268876,251.504425,92.170013,344.567535,608.814026,49.283333,783.939331,365.606049,69.305618,845.803833,75.164322,37.924629,1244.759399,559.466675,49.991966,1000.814697,443.998138,41.102211,766.208618,374.455109,39.852486,937.562073,-229.22728,47.009041,-73.966217,-238.363281,168.766739,448.073975,-307.235016,37.494835,1326.413452,52.559425,102.705704,183.580887,385.262238,19.949551,104.277733,-191.313614,165.599197,747.810547,-540.210815,146.004791,831.058594,-742.23999,42.395206,1191.941772,-717.678223,110.263184,875.269348
5,0.05,319.23996,24.912544,1233.613037,-193.12294,128.752731,245.477707,812.464417,71.159302,1267.353638,131.237717,116.167023,565.297974,-307.263733,37.519112,1326.421143,-191.32196,165.611298,747.823059,-540.2276,146.038803,831.070618,-742.253296,42.458984,1191.950562,-717.694763,110.318237,875.268738,-355.368195,147.91095,324.749451,761.359741,89.682671,813.226929,295.77063,92.802437,746.361816,42.283283,150.164932,817.049988,-9.981812,112.692917,993.418396,257.32724,77.341499,951.63147,656.120789,22.485994,65.104004,96.12323,129.783096,577.753174,407.277985,23.417833,1094.86145,436.868896,24.096489,1287.303711,554.122314,57.749714,1112.409424,600.654785,89.985474,1226.684814,683.114075,82.177834,1306.023193,737.607727,81.758232,1084.331055,861.804321,93.409691,932.48761,887.157898,101.493881,1082.701172,889.276245,108.667679,793.977661,752.836426,89.819427,658.653809,556.331421,36.433285,637.496399,424.449554,52.700504,666.328064,590.180969,57.690132,901.626831,462.005585,20.889259,959.535461,860.619629,104.437286,656.445801,-953.097473,52.999222,612.077087,-852.302917,42.63765,64.459862,-611.810974,114.205528,273.867554,-681.106689,139.136139,534.534302,626.470947,17.617178,324.939453,454.15155,52.309612,441.869965,646.808472,83.564247,1023.045044,192.35199,26.71595,-8.206844,251.509964,92.174095,344.572144,608.7901,49.308231,783.945862,365.539459,69.453003,845.845276,75.410683,37.353977,1244.697388,559.451843,50.020679,1000.826111,443.984741,41.168491,766.223816,374.762207,41.650005,938.395508,-229.215454,46.97723,-73.956314,-238.369507,168.743881,448.060242,52.505718,102.716927,183.57634,385.299286,19.89954,104.300079,319.241272,24.874012,1233.602783,-355.370392,147.88269,324.760376,761.39917,89.693184,813.225281,295.773224,92.801376,746.35083,42.298164,150.130676,817.047241,-9.967237,112.672112,993.414429,257.34967,77.353157,951.621887,656.13324,22.453918,65.087997,96.143654,129.764877,577.757568,407.289032,23.370275,1094.865356,436.874451,24.078531,1287.300415,-193.124237,128.750839,245.469849,554.126038,57.740646,1112.397339,600.663513,89.948006,1226.681152,683.118164,82.137184,1306.030029,737.433411,81.996758,1084.329346,861.816772,93.388672,932.468262,887.174072,101.460678,1082.692139,889.304443,108.617439,793.951904,752.848511,89.8125,658.661926,556.350891,36.406635,637.489197,424.485168,52.668964,666.326416,812.468262,71.13163,1267.352417,590.187256,57.687927,901.611633,462.01001,20.855225,959.528564,860.601562,104.511284,656.489014,-953.09613,53.023312,612.071411,-852.300659,42.634613,64.479958,-611.821716,114.230385,273.877167,-681.121277,139.127853,534.532349,626.5,17.617949,324.941559,453.973297,52.785652,442.090302,646.843384,83.570885,1023.023865,131.261642,116.137665,565.271484,192.324219,26.692459,-8.236008,251.503677,92.158936,344.581909,608.785095,49.329853,783.950134,365.531464,69.606438,845.911072,75.170898,37.907799,1244.757935,559.457031,49.992531,1000.821594,444.012207,41.113457,766.210388,374.46936,39.948452,937.610291,-229.219879,46.974113,-73.956551,-238.349854,168.768936,448.070984,-307.245392,37.479809,1326.420776,52.559525,102.649284,183.585678,385.319489,19.955387,104.300659,-191.317093,165.627045,747.825256,-540.214294,146.026627,831.076294,-742.252625,42.412224,1191.939941,-717.688354,110.287964,875.281982
6,0.06,319.237946,24.913193,1233.609863,-193.12146,128.733688,245.47049,812.462036,71.16259,1267.351685,131.238007,116.155006,565.292358,-307.266113,37.518814,1326.415161,-191.322571,165.601166,747.815247,-540.228455,146.028763,831.061768,-742.255066,42.454491,1191.942871,-717.69574,110.308212,875.259888,-355.367004,147.892624,324.741333,761.359131,89.677666,813.224365,295.770294,92.794312,746.357239,42.282433,150.157028,817.043396,-9.983227,112.68792,993.412231,257.326111,77.336868,951.627075,656.123413,22.467249,65.102097,96.123398,129.771149,577.747192,407.27652,23.416374,1094.858765,436.866699,24.098576,1287.300903,554.120667,57.749176,1112.406738,600.652588,89.98716,1226.681641,683.111572,82.181267,1306.020386,737.606079,81.757957,1084.328491,861.803345,93.407219,932.485352,887.15625,101.494194,1082.698975,889.275696,108.662865,793.97522,752.836426,89.811638,658.651184,556.331726,36.424313,637.493958,424.449738,52.691494,666.324707,590.180176,57.685993,901.624084,462.00473,20.885624,959.532837,860.619629,104.429901,656.443298,-953.096985,52.983543,612.068298,-852.300293,42.612644,64.451515,-611.80957,114.185249,273.859009,-681.106323,139.120209,534.525024,626.472595,17.602932,324.937622,454.152588,52.296734,441.86676,646.807007,83.5625,1023.042053,192.35495,26.693985,-8.210659,251.511246,92.158653,344.567444,608.789856,49.302078,783.943359,365.538849,69.446945,845.841431,75.408577,37.353813,1244.692871,559.450684,50.018177,1000.823486,443.984558,41.161339,766.220764,374.761353,41.64563,938.392151,-229.212372,46.952347,-73.962036,-238.368927,168.728226,448.052185,52.50761,102.697792,183.57074,385.301819,19.880377,104.297218,319.256714,24.875429,1233.592773,-355.363525,147.898758,324.747742,761.391968,89.63549,813.201904,295.768005,92.793541,746.34198,42.307739,150.125381,817.047058,-9.982132,112.656876,993.416626,257.32251,77.344337,951.615845,656.134277,22.480169,65.088364,96.107483,129.730988,577.752258,407.301392,23.365343,1094.868652,436.889923,24.093063,1287.292114,-193.120346,128.745499,245.463135,554.117065,57.76033,1112.409546,600.636597,89.95507,1226.68335,683.127808,82.139046,1306.022339,737.428406,81.985802,1084.320312,861.823792,93.405777,932.471924,887.205872,101.424751,1082.667114,889.286865,108.603317,793.951721,752.857971,89.805962,658.672852,556.334656,36.408466,637.479858,424.465759,52.650158,666.331604,812.445557,71.147011,1267.351685,590.181152,57.687374,901.610657,462.017181,20.853546,959.516846,860.620667,104.526711,656.501343,-953.089966,52.988041,612.066101,-852.291138,42.674362,64.471489,-611.816345,114.240608,273.869812,-681.10199,139.113342,534.521362,626.494324,17.608526,324.970001,453.681915,53.001648,442.141632,646.872253,83.505737,1023.001648,131.267456,116.115845,565.279907,192.408005,26.648909,-8.272299,251.512405,92.161736,344.580444,608.794373,49.317009,783.934387,365.482025,69.696243,845.940918,75.19178,37.850098,1244.741821,559.463074,49.998745,1000.828857,443.999603,41.114651,766.197998,374.480072,39.993015,937.619263,-229.124435,46.719723,-74.019165,-238.348328,168.741058,448.083801,-307.241821,37.47213,1326.418945,52.538925,102.668884,183.572113,385.280914,19.821348,104.301796,-191.325287,165.616592,747.815918,-540.220215,146.023743,831.07251,-742.236511,42.390537,1191.953003,-717.682556,110.269356,875.258423
7,0.07,319.233948,24.909868,1233.612305,-193.123718,128.741867,245.473358,812.457825,71.160957,1267.355713,131.235092,116.160156,565.295715,-307.270355,37.511452,1326.416504,-191.326187,165.602356,747.818604,-540.232178,146.027237,831.064026,-742.259216,42.447094,1191.943115,-717.699341,110.305328,875.261169,-355.36969,147.898972,324.74408,761.355896,89.682129,813.228638,295.767059,92.797668,746.360596,42.278812,150.158295,817.046997,-9.987057,112.686501,993.415222,257.32254,77.337196,951.630127,656.121948,22.481657,65.105202,96.120399,129.77597,577.750549,407.272858,23.415367,1094.861328,436.862579,24.09502,1287.303711,554.116821,57.748566,1112.410034,600.648254,89.985161,1226.685547,683.107056,82.178535,1306.024536,737.602051,81.758545,1084.332764,861.799622,93.410461,932.489929,887.152283,101.495461,1082.703735,889.272278,108.668159,793.980103,752.833496,89.818214,658.655457,556.329041,36.430317,637.49707,424.446838,52.696522,666.32782,590.176758,57.688477,901.627625,462.001312,20.886734,959.535583,860.616455,104.436989,656.448059,-953.099915,52.983284,612.068298,-852.301758,42.620453,64.451752,-611.811768,114.191193,273.860687,-681.109253,139.122223,534.526855,626.470581,17.613594,324.940582,454.150208,52.305012,441.869904,646.803284,83.563545,1023.046021,192.353653,26.707373,-8.208275,251.508926,92.167397,344.57074,608.786682,49.306282,783.946777,365.535492,69.449219,845.844604,75.40451,37.349262,1244.695068,559.447083,50.019146,1000.826721,443.981506,41.165066,766.223755,374.757904,41.646652,938.39502,-229.213608,46.964802,-73.96048,-238.371887,168.733398,448.055481,52.505539,102.707909,183.57373,385.300354,19.893051,104.299721,319.246857,24.898697,1233.594849,-355.367157,147.902405,324.749115,761.383911,89.651215,813.212952,295.776642,92.783875,746.351013,42.303566,150.138733,817.053772,-9.980084,112.649467,993.425598,257.33905,77.332756,951.596863,656.134216,22.449797,65.089401,96.12738,129.744125,577.748718,407.286224,23.34473,1094.863525,436.872498,24.061701,1287.297485,-193.12381,128.756851,245.479172,554.112732,57.724392,1112.415039,600.647522,89.964378,1226.674927,683.11676,82.116333,1306.021606,737.42981,81.989967,1084.301147,861.840149,93.353867,932.462769,887.209167,101.446808,1082.677368,889.320801,108.598099,793.94928,752.864197,89.796448,658.655884,556.342285,36.425186,637.483276,424.472473,52.655869,666.329895,812.226135,71.479683,1267.44519,590.18335,57.688435,901.617371,462.012146,20.868923,959.518616,860.596924,104.6399,656.55127,-953.100098,52.984089,612.070435,-852.279236,42.661385,64.467758,-611.805725,114.206413,273.88736,-681.092651,139.122696,534.534851,626.481018,17.586187,324.957092,453.542328,53.114849,442.17984,646.81189,83.557076,1023.023987,131.272614,116.169563,565.305054,192.466614,26.458073,-8.338743,251.500122,92.140923,344.582916,608.819885,49.275074,783.958984,365.55069,69.398552,845.840332,75.211685,37.819756,1244.741943,559.46698,49.99081,1000.830322,444.010681,41.13969,766.214417,374.464325,39.992695,937.650635,-229.211685,46.971382,-73.966049,-238.358795,168.753601,448.078796,-307.252075,37.489304,1326.414551,52.522442,102.697433,183.582535,385.287781,19.930914,104.283577,-191.31279,165.593292,747.817932,-540.215881,146.014938,831.058228,-742.245789,42.416348,1191.942871,-717.689514,110.259415,875.268738
