0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
522.5578153414805,526.0373102761231,529.4294037111964,532.8151308364189,536.3027132232528,540.1658990328851,544.9260367100467,550.4918719409352,556.3198900949612,562.129541395936,567.7093235969905,572.6256937314472,576.1626151022366,578.5112190767886,580.3337945437208,581.925150392626,583.418609400999,584.8990897566653,586.4247429235658,588.0266540368494,589.7074810638608,591.4478095464262,593.219316052612,594.9975335341421,596.7690930554119,598.5331625877282,600.2993537677659,602.0845347013154,603.9099587788816,605.798869358337,607.7737925518359,609.8519096130746,612.0346273112259,614.2752079998687,616.3337845999956,617.3135806565489,616.8336108657145,616.0586505735487,615.6994603892638,616.4197221686104,618.6270440902042,621.849866362935,625.6081805756817,629.6901403479504,633.9907499951539,638.4403419384882,642.984078021766,647.575246606536,652.1726273878533,656.7412805839393,661.2585877538831,665.7253675380672,670.174153998425,674.6562167228782,679.1714368078234,683.4074222670288,686.5546924521459,688.9882942947933,691.3935782208341,693.944511942039,696.6892843416041,699.7713527970841,704.8857260885846,712.3255264876047,720.1296065739174,728.0842898368289,736.1314718322576,744.2275477921256,752.2273743489885,758.5403967250792,763.6706284519453,768.5572475464529,773.5211826106379,781.8261808353884,788.8403731264525,794.87921992041,799.5482583031542,803.7623145791488,808.1004017330378,812.4030863553497,816.4526211017246,820.062523885323,823.1858443169682,825.6220763328901,827.3471571232823,828.8311216472015,832.6681931629444,838.3671991017566,845.671368547655,852.4097239380793,858.6187673466734,864.4194136956052,869.9237807910122,875.1957079806782,880.2185041947621,884.920333676607,889.2783047044785,893.377023259625,897.3338188667815,901.2266935537409
522.546057390888,526.0189304246264,529.3999269922945,532.7706684523765,536.2346528067905,540.0668127272237,544.8385383651247,550.4494665968276,556.315436799347,562.1613790622583,567.7867508752922,572.7549527920356,576.2811635002778,578.5826120313114,580.3705698571474,581.9365896725237,583.4100982364396,584.8750370152235,586.3896300150058,587.984874132029,589.6625125893486,591.4015005174364,593.171830529319,594.947857920422,596.7157013637541,598.4745508007622,600.2343543741625,602.0124661125789,603.8307218228738,605.7130980357928,607.6831561873689,609.7597347962471,611.9473682298741,614.2064709683401,616.3105780867869,617.3005494625852,616.7343799752989,615.8874577671847,615.4628977957723,616.1458110367075,618.3810471426234,621.643499337444,625.4313794780685,629.5361343091291,633.8557931113263,638.3219653773949,642.8802633727418,647.4840213235838,652.0917165996341,656.6677476269994,661.1887453063126,665.6555989963844,670.103244584113,674.589350951493,679.1262594068952,683.4067208830761,686.5286589305558,688.9175127957852,691.3003182535582,693.8367639064568,696.561954961183,699.5804461224313,704.684131012287,712.2080803996622,720.0426011583526,728.0183889370251,736.0855889582263,744.2079837413413,752.2778387988474,758.5799247009269,763.6919034720128,768.5817889271993,773.4407997153578,781.8965751142895,788.8717145177468,794.9320572320672,799.5871956845887,803.7918673225159,808.1639254014141,812.5042263887187,816.5903114250083,820.2257753173528,823.3765584335247,825.8232013737169,827.5491321581875,829.0587809483213,832.8045426615041,838.5070667291465,845.851123658918,852.5835477041944,858.7762677570145,864.5591271766724,870.04937276938,875.3136595689483,880.3328131003188,885.0271463867638,889.3694335062829,893.4494008032505,897.3901987684734,901.2712007355116
522.5349136929932,526.0011497796368,529.3711580995471,532.7272316183817,536.1675316241038,539.9661651619726,544.7497563602449,550.4072449918939,556.3104541240236,562.1916632346131,567.8623844623262,572.8855270230606,576.3994387005745,578.6515310715422,580.4050055415178,581.946011990416,583.3997789935632,584.8493209994087,586.3530162962609,587.9418260340352,589.6165660346949,591.3544982416735,593.1238705430151,594.8978323707788,596.6619920009075,598.4155777587813,600.1688900041025,601.9397751186522,603.7506463367308,605.6261973174273,607.5909956120149,609.6654861985978,611.8572584575795,614.1340121410824,616.2855871739115,617.2893314819431,616.6326574461625,615.7147765319902,615.2243676383495,615.8683981146669,618.1348897796281,621.4384095255646,625.2559029422665,629.383299723281,633.7218833258582,638.204551369663,642.7773533660754,647.3936591704412,652.0116246464906,656.5949348108932,661.119368795643,665.5857595499335,670.0313647555196,674.520314631602,679.0781522134525,683.4071969493752,686.5014282234447,688.845114744827,691.2072929330487,693.7315601523761,696.4408295684195,699.4018699363472,704.4943493095664,712.0974304107791,719.958610809246,727.9533464781509,736.0385444966203,744.1840545162395,752.3181578511941,758.6105300506229,763.7118480794409,768.6147490170612,773.4738604614672,781.9681052199691,788.8882619556392,794.9663182322589,799.6096959027126,803.8154655817519,808.2253501412496,812.6052935324608,816.7300889286039,820.3921447873514,823.5732069147809,826.0327139048445,827.7673205790671,829.3490902928302,832.9770325750675,838.6765889616846,846.0427505919035,852.7638671397456,858.9374416261932,864.7007591470035,870.1758178134482,875.4321024881497,880.4477902062147,885.1346699631036,889.4607496812503,893.521405042845,897.4459693176223,901.3150962166924
522.5243973913105,525.9839683855578,529.3431226694636,532.6849212195584,536.1016038686037,539.8640886490618,544.6598975821526,550.36540386975,556.3049627991599,562.2202622544917,567.9358655710208,573.017288028917,576.5170937195503,578.7176899194068,580.4369788844042,581.9533569535921,583.3876140479754,584.821912887071,586.3148784613488,587.8974942991822,589.5696362585737,591.3068067684503,593.0754456425616,594.8474681066766,596.6079752846761,598.3562517257062,600.1029665613,601.8664649686563,603.6697318603126,605.5381603900516,607.4972917340759,609.5691177794788,611.7641807945879,614.0574869080883,616.2580561781485,617.279659771916,616.5280074977769,615.5406656517958,614.9840995100204,615.5874582208892,617.8888792503823,621.2348040618189,625.0818554139188,629.2316945970128,633.5890575463571,638.0881256924531,642.675367248179,647.3041762708777,651.9323680492357,656.5228615223513,661.0504776214498,665.5158547697995,669.9584758801645,674.4489556783974,679.0266503889401,683.4086322579029,686.4723845106686,688.7708470332647,691.114446640815,693.6289519274677,696.3262227946841,699.2389604085713,704.320804416799,711.9939576697755,719.8777097443084,727.8891745597531,735.9902970566809,744.1555090350251,752.3436167270393,758.6303792154406,763.7302112646231,768.6560320684314,773.6179810555855,782.0316519097969,788.8883082349679,794.9750694142385,799.5734281790319,803.8330917030494,808.2846686134806,812.7062392266304,816.8719941004973,820.5615953877004,823.7758697600335,826.250509698819,828.0011966485766,829.6685725708364,833.1896913558811,838.8788874692111,846.2463446528608,852.9506469978037,859.1022205209971,864.8442257787902,870.3030185559494,875.5509486596677,880.563390478847,885.2428893039882,889.5522110308402,893.5929761729009,897.5010810491735,901.3583477450608
522.5145208943128,525.9673817049154,529.3158433557742,532.6438379392721,536.0371449266074,539.7607590664738,544.569226306811,550.3241553727402,556.2989847048898,562.2470422964961,568.0068011954916,573.150063837124,576.6337031321655,578.7807884716219,580.4663688325264,581.9585662187494,583.37356709996,584.7927845711239,586.2751935150598,587.8518637699617,589.5217186501678,591.2584308667971,593.0265660998571,594.7967769518639,596.5536619958751,598.2965813536553,600.0365903672736,601.792539471276,603.5879787550384,605.448981695471,607.4020274799193,609.4705869489395,611.6680235850162,613.9765469872418,616.2270599750917,617.2711355953663,616.4199612020088,615.3652018447082,614.7423765137034,615.3029714658445,617.643367149914,621.0328983334113,624.9093413163031,629.0813761789915,633.4573521524959,637.9727137653708,642.574323965084,647.2155885103807,651.8539633465754,656.4515478307164,660.9820929670092,665.4458932874595,669.8845436886617,674.3751263779509,678.971258405294,683.4107195825788,686.4407850796971,688.6944530174995,691.0217229357095,693.5289776641581,696.2183919510459,699.0952292512989,704.1686895153134,711.897974230711,719.7999553912362,727.8258834009075,735.9408160841156,744.1221591237442,752.3489650473008,758.6378943561608,763.7467394466104,768.7051875074442,773.7866379209862,782.0592736823585,788.8706613973089,794.9509589834415,799.5102991460062,803.8448346405954,808.3418877626584,812.8070102804847,817.0160666961183,820.7340887975446,823.9846284957688,826.4764371839243,828.2499600342173,830.0046780975233,833.4442132437573,839.1153795295179,846.4619008585236,853.1438256223669,859.2705242512562,864.9894366239715,870.4308716725911,875.670104349223,880.6795660671241,885.3517892941111,889.643772155758,893.6640509206928,897.555482877894,901.4009227692238
522.505295829446,525.9513799672515,529.289339512991,532.6040813008943,535.9744505570409,539.6564106895629,544.4780799246047,550.2837257375095,556.2925424874393,562.2718685484667,568.0747644692261,573.2836225934079,576.7487442636692,578.8405149687406,580.4930569895546,581.9615838067137,583.3576032979838,584.7619087162217,586.2339387925376,587.8049195891386,589.4728091565195,591.2093760558824,592.9772429308363,594.7457713409549,596.499063377559,598.236575678809,599.9697681599956,601.7180030013004,603.5053882243832,605.3586569775774,607.3051879078405,609.3698549020677,611.5686819721038,613.8908458785862,616.1914734870818,617.2631630491088,616.3080232233272,615.1884811239544,614.4995440897404,615.0149242002242,617.3987544765918,620.8329148980599,624.7384644833339,628.932400753072,633.3268029190314,637.8583406146107,642.4742421346061,647.127911503347,651.776427058749,656.3810144738214,660.9142378555817,665.3758869828775,669.8095387977417,674.2986853329112,678.9114557524709,683.4130167627175,686.405740368753,688.6156766833448,690.9290653643701,693.4316623450206,696.117527497053,698.9738729160235,704.043247535153,711.8097096826604,719.7253872085421,727.7634812485279,735.8900824117226,744.0838884353188,752.3299971991747,758.6320256717687,763.7611818699278,768.7614458540486,773.9539313491589,782.0336503632706,788.8348483238535,794.8897655175874,799.4379231452157,803.8508885346245,808.397028595216,812.907547924401,817.1623418278441,820.9095898840177,824.1995640608349,826.7102986455817,828.5126084330741,830.3529063593544,833.7391819800885,839.3853039758193,846.6893111781267,853.3433145457595,859.4422607303375,865.1362946505734,870.5592677927519,875.7894699166809,880.7962660657577,885.4613548639094,889.7353840930987,893.7345623483046,897.6091221037905,901.4427885018894
522.4967329988392,525.9359474405879,529.2636269011662,532.5657486145606,535.9138351251673,539.5513571522998,544.386889269655,550.2443532617012,556.2856591164688,562.2946065541347,568.139296429951,573.4176485385516,576.8615742295256,578.8965489682624,580.5169286770397,581.9623564154084,583.3396893600018,584.7292588153123,586.1910919781251,587.7566472138151,589.4229043112184,591.1596486366175,592.9274879166701,594.6944643274502,596.4441911332891,598.1762441162105,599.902507091488,601.6428605051932,603.4219623328189,605.2671833264222,607.2067603150936,609.2668869388726,611.4660591575775,613.8000452416111,616.1499431633233,617.2548436020057,616.1916818978036,615.0106198481557,614.2560199364191,614.723310293056,617.1554967160629,620.6350821035886,624.5693275532187,628.7848234294992,633.1974449408086,637.74503083846,642.3751400188382,647.0411605590433,651.699775647645,656.3112828383717,660.846937201199,665.3058511658822,669.733437223916,674.2194995013552,678.8467055775782,683.4148705425056,686.3661968685442,688.5342674817101,690.8364183229482,693.337017102882,696.0237457121373,698.8771157964478,703.9484343279194,711.7293007010347,719.6540257812461,727.7019742985076,735.8380885565552,744.0406578747667,752.2855621987293,758.6124625184276,763.7732958681503,768.8237817846198,774.1136473362021,781.9851819209168,788.781211950538,794.793471898659,799.357842055338,803.8515434178462,808.4501256306719,813.0077868489847,817.3108442553506,821.0880758623869,824.4207517220032,826.9518522566525,828.7880149780899,830.7112425872616,834.0704338630181,839.6859174071257,846.9283658393787,853.5489984047359,859.6173258951238,865.284696314895,870.68809142139,875.9089395591122,880.9134362337717,885.5715710509376,889.8269938991355,893.8044396502828,897.6619444272201,901.4839119903049
522.488842337232,525.9210616208512,529.2387174210612,532.5289338419342,535.8556286664272,539.4460213804324,544.2962046191569,550.2062854361072,556.2783573892123,562.3151237033568,568.1999096067063,573.5517058942498,576.9714026608847,578.9485652004803,580.5378740439254,581.9608337271669,583.3197936918784,584.6948092458563,586.1466311234813,587.7070324294366,589.372001264725,591.1092557244643,592.8773136251325,594.6428695911194,596.389057424419,598.1155964534784,599.8348147244592,601.567117505514,603.3377040231628,605.174559219024,607.1067343370613,609.1616527651081,611.3600676381592,613.7038220736596,616.1008679260101,617.2448022459687,616.0704229717298,614.8317553507713,614.012304897646,614.4281329303502,616.9141086190933,620.43963238841,624.402031327929,628.6386979361841,633.0693125602504,637.6328085743461,642.2770354969374,646.95535064638,651.6240254732553,656.242374934572,660.780217853333,665.2358047491188,669.6562208803118,674.1374462808535,678.7764665983757,683.4152863464395,686.3209284989823,688.4499857403783,690.743727952429,693.2450390754137,695.9370842230044,698.8056315295239,703.8854899405367,711.6567845672124,719.5858722199026,727.6413666312798,735.7848387474379,743.9925068942363,752.2182137459735,758.5796891291869,763.7828517699053,768.8909864324661,774.2637778139564,781.9318673036441,788.7108633738671,794.6689248568293,799.2705506509085,803.8471703290753,808.5012260418833,813.1076542731138,817.4615805698594,821.2695556144115,824.6482516120217,827.200814839383,829.0749973856447,831.0785144179202,834.4322930480379,840.0132318535735,847.1787585830546,853.7607351669433,859.795603684108,865.4345316712315,870.8172208730555,876.0284010494255,881.0310186583984,885.6824230626576,889.918544169321,893.8736079491076,897.7138939749985,901.524260194204
522.4816328722865,525.9066923386014,529.2146188896365,532.4937263973702,535.8001725697825,539.3409786336856,544.2067282130046,550.1697751639758,556.270659390094,562.3332908462693,568.256093850379,573.685183482891,577.0772608112171,578.9962383483625,580.5557892059992,581.9569687063673,583.2978865019189,584.6585353258288,586.1005346648626,587.6560613638269,589.3200978163209,591.058205283568,592.826733432062,594.5910014447159,596.3336748662628,598.0546428434117,599.7666990278402,601.4907801042766,603.2526171322717,605.0807845566874,607.0051020377432,609.0541267696328,611.250630390574,613.601876477054,616.0424020737431,617.2308974717412,615.9437469933467,614.6520460372443,613.768994471508,614.12940725984,616.6751681701373,620.2468002505556,624.2366741053953,628.4940764122839,632.9424392982172,637.5216974676384,642.1799460385204,646.8704963575341,651.5491927463208,656.1743133643264,660.7141086346318,665.1657704110035,669.5778780492197,674.052415580772,678.700208359036,683.4126997884429,686.2685452069521,688.3626084925626,690.6509430472581,693.1557115244392,695.8575008080644,698.7583501739105,703.8524186538054,711.5920973430309,719.5209078787109,727.5816601632774,735.7303486771742,743.9395505052887,752.1327796257506,758.5348577306162,763.7896373107862,768.9617300814582,774.4035345643023,781.8783793306734,788.6255074572938,794.523912359448,799.1764572422762,803.8382038715667,808.5503885144763,813.2070690895672,817.6145291398572,821.4541138937128,824.8820934068542,827.45686525252,829.3723715481301,831.453856746769,834.8188616592274,840.3628670530792,847.440095380542,853.978356647148,859.9769660705813,865.585684521155,870.9465282183912,876.1477354735445,881.1489513523785,885.7938963397074,890.0099724859556,893.9419880914012,897.7649133388917,901.5638000717685
522.4751126875535,525.8928007898548,529.1913348660304,532.4602099091554,535.7478137179409,539.2370184176592,544.119353241245,550.1350760355677,556.2625859174597,562.3489839985498,568.3073247751437,573.8172082646429,577.1779694966727,579.0392487379025,580.5705773936892,581.9507178828602,583.2739399109012,584.6204133694143,586.0527814396228,587.6037205013284,589.2671924480399,591.0065061622292,592.7757615428864,594.5388748399474,596.2780565231185,597.9933937953762,599.6981683712825,601.4138549851406,603.1667064049782,604.9858606986182,606.9018579906017,608.9442882740655,611.1376819750119,613.4939397091844,615.9724979958697,617.20974341871,615.8111898739323,614.4716708453348,613.52679023954,613.8271644592666,616.4393190285649,620.0568198854492,624.073350992395,628.3510092063323,632.8168577887486,637.4117206425367,642.0838886775341,646.7866118704774,651.4752934770005,656.1071212826295,660.6486403712632,665.0957747471298,669.498403822974,673.9643118193136,678.6174294749636,683.4045715941157,686.2075304262383,688.2719354983192,690.5580159555121,693.0690042205716,695.7848755993376,698.7327690432551,703.8448182766093,711.5350768998948,719.4590943948195,727.5228546156145,735.6746449849967,743.8819723714397,752.0343561811321,758.4795406854618,763.7934615075393,769.0345994113728,774.5325711201535,781.8258020004879,788.5272057608038,794.3647849165019,799.0760174319821,803.8251250117455,808.5976818662527,813.3059411420725,817.7696279979925,821.6420242564859,825.1222540095306,827.7196482969316,829.6789878341268,831.8365164126263,835.2248259341142,840.7306743894858,847.711905838481,854.201669280835,860.1612731469181,865.7380326040209,871.0758792435628,876.2668169705388,881.2671677699792,885.9059766184496,890.1012107825449,894.009496448611,897.8149436278247,901.6024986738043
