fish:Marker1,fish:Marker1,fish:Marker1,fish:Marker2,fish:Marker2,fish:Marker2,fish:Marker3,fish:Marker3,fish:Marker3,fish 002:Marker1,fish 002:Marker1,fish 002:Marker1,fish 002:Marker2,fish 002:Marker2,fish 002:Marker2,fish 002:Marker3,fish 002:Marker3,fish 002:Marker3
X,Z,Y,X,Z,Y,X,Z,Y,X,Z,Y,X,Z,Y,X,Z,Y
-1.417663219,0.044474193,-0.895136327,-1.48502288,0.036802126,0.766034202,-1.333221944,0.04213813,-0.904652589,0.278637173,0.01693979,-0.786476313,0.335269913,0.015793573,-0.780379133,0.36249191,0.017059112,0.838445928
