Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
29,0.29,-692.436768,83.408203,-364.534332,-628.643738,34.048027,-765.543579,-555.721375,97.643448,49.542515,-530.98877,40.716888,369.907776,-444.96106,71.867859,223.908875,-394.624115,108.641273,-550.097839,-392.011536,125.90358,46.784103,-370.944153,136.671371,-159.341156,-185.906952,68.184532,-785.776245,-141.200958,133.281128,-521.143921,-155.092117,157.347595,-17.762959,-69.229485,114.08979,177.088654,8.82636,74.372902,-771.036621,21.670111,162.328003,-70.474388,145.740479,37.05793,442.009552,149.427475,145.648148,63.353748,148.823502,164.355423,-31.460403,184.386642,152.267349,-465.163574,418.503693,25.499657,-715.293518,400.722076,120.780182,-385.25708,485.569061,95.964775,-145.096268,647.117615,45.034344,-77.969475,777.021973,31.916506,-174.042221,876.904602,17.110563,-721.600037,-472.610229,129.116028,-310.526917,-289.029449,148.174149,-454.617859,-227.700974,109.692276,239.514923,-132.015808,161.642014,-111.315186,-69.203156,35.514648,462.214203,24.104692,124.386162,-566.612183,-9.370833,168.575012,-367.062164,26.360012,75.3741,325.922211,103.461792,166.059967,-201.151047,130.574173,115.816261,174.19603,287.641541,33.765373,418.127319,474.276184,73.265282,134.14267,832.29657,16.584158,158.644257,246.698944,128.815903,-531.965881,-130.844955,165.07843,-383.490234,587.017456,60.630566,30.718847,502.123108,64.448402,-526.906494,466.909607,89.300179,-455.73938,-367.62085,29.674463,-909.549622,-499.41571,109.078934,-487.107971,-2.114192,39.314632,-886.666443,-379.309448,36.855114,-853.791504,323.167206,149.053192,-367.776642,371.816162,128.618774,-120.591675,509.906158,27.408718,254.575729,35.912277,119.83284,162.571823,-736.752075,35.863419,-177.501236,272.72229,98.030434,-622.820923,858.06665,19.737646,-460.937988,250.049088,86.174339,246.302338,467.831573,23.345678,424.307129,666.891541,48.341717,-345.799652,719.719421,18.822655,273.488098,417.036987,19.217745,-808.25354,151.843704,68.662941,-766.602844,480.546936,91.79435,-286.081299,257.513794,170.762024,-286.388885
30,0.3,-692.434631,83.407074,-364.531158,-628.640747,34.048447,-765.540344,-555.719971,97.641739,49.545929,-530.987427,40.714314,369.91095,-444.959656,71.866173,223.912277,-394.621918,108.64222,-550.094116,-392.010223,125.902695,46.787754,-370.942596,136.671219,-159.337418,-185.90416,68.187256,-785.772339,-141.198883,133.283279,-521.139893,-155.090759,157.348129,-17.758862,-69.228279,114.090141,177.092773,8.829102,74.376579,-771.032654,21.671421,162.32959,-70.470016,145.741699,37.058563,442.013672,149.42868,145.649979,63.358231,148.824753,164.357544,-31.45583,184.38855,152.270981,-465.158997,418.506622,25.505245,-715.289062,400.724121,120.78466,-385.252289,485.570801,95.968941,-145.091446,647.119507,45.03912,-77.964607,777.023987,31.922243,-174.037186,876.907593,17.118492,-721.594971,-472.608459,129.115829,-310.523346,-289.027527,148.175323,-454.613983,-227.69986,109.691635,239.518799,-132.01445,161.64296,-111.311028,-69.20195,35.514133,462.218109,24.106897,124.389275,-566.60791,-9.369135,168.577377,-367.0578,26.361204,75.374481,325.926239,103.46328,166.062347,-201.146545,130.575394,115.817635,174.200394,287.642792,33.766804,418.131836,474.27774,73.268539,134.147385,832.298218,16.589149,158.649277,246.70108,128.820053,-531.961304,-130.843201,165.080215,-383.486023,587.019165,60.634708,30.723721,502.125549,64.453827,-526.901794,466.911865,89.305206,-455.734619,-367.617737,29.676645,-909.546021,-499.413422,109.079155,-487.104462,-2.111092,39.318604,-886.662476,-379.306366,36.857063,-853.788025,323.169006,149.057205,-367.771912,371.81778,128.622299,-120.586922,509.907776,27.411781,254.580383,35.913479,119.833786,162.576004,-736.750061,35.861481,-177.498322,272.724701,98.034988,-622.816467,858.069275,19.744678,-460.932861,250.050369,86.176102,246.306763,467.832855,23.347988,424.311646,666.893799,48.347424,-345.794739,719.720947,18.826708,273.492981,417.040039,19.2236,-808.249023,151.846466,68.66732,-766.59845,480.54892,91.798927,-286.076508,257.515381,170.765472,-286.384125
31,0.31,-692.429565,83.407387,-364.533386,-628.635803,34.045338,-765.542175,-555.714905,97.645767,49.543499,-530.982361,40.721153,369.909058,-444.954559,71.871819,223.910095,-394.616852,108.64119,-550.096619,-392.005157,125.906853,46.785088,-370.937592,136.673615,-159.340149,-185.899063,68.184372,-785.774597,-141.193848,133.282715,-521.142578,-155.085724,157.351944,-17.761797,-69.223152,114.095734,177.090164,8.834139,74.374001,-771.034912,21.676474,162.333099,-70.473015,145.746948,37.066647,442.011658,149.433762,145.65477,63.355328,148.829803,164.361511,-31.458885,184.39357,152.27121,-465.161957,418.511688,25.503502,-715.290894,400.729126,120.785782,-385.254974,485.575867,95.972221,-145.093948,647.124695,45.043137,-77.966675,777.029175,31.925537,-174.039154,876.912537,17.117121,-721.596924,-472.603394,129.116821,-310.52597,-289.022491,148.175232,-454.616821,-227.694763,109.697617,239.516266,-132.009415,161.645966,-111.313988,-69.196732,35.522198,462.216064,24.111904,124.388504,-566.610596,-9.364128,168.578262,-367.060883,26.366405,75.381447,325.923981,103.4683,166.064819,-201.149582,130.580505,115.82338,174.197845,287.64798,33.774803,418.129913,474.282867,73.274231,134.145142,832.303528,16.595379,158.647446,246.706085,128.819763,-531.96405,-130.838196,165.080872,-383.489044,587.024292,60.639614,30.721531,502.130554,64.453812,-526.903931,466.916931,89.305771,-455.73703,-367.612671,29.672525,-909.547913,-499.408478,109.078568,-487.106964,-2.106056,39.31501,-886.664368,-379.301361,36.853413,-853.789917,323.174011,149.058426,-367.774811,371.822784,128.625687,-120.589684,509.913025,27.418562,254.578506,35.918598,119.83934,162.573456,-736.744995,35.86338,-177.500107,272.729736,98.033928,-622.818848,858.074341,19.745544,-460.934753,250.055496,86.182579,246.304459,467.838104,23.356215,424.309845,666.898987,48.34914,-345.796814,719.726135,18.833845,273.49118,417.045105,19.221067,-808.250916,151.851501,68.664909,-766.600708,480.554047,91.80098,-286.078949,257.520386,170.767319,-286.387268
32,0.32,-692.430847,83.414444,-364.538635,-628.634277,34.053192,-765.547241,-555.719177,97.650986,49.539387,-530.98938,40.725346,369.904938,-444.960419,71.875984,223.906754,-394.616669,108.647255,-550.099548,-392.009308,125.91124,46.782284,-370.940155,136.678452,-159.342789,-185.897217,68.190033,-785.77594,-141.19371,133.287415,-521.143494,-155.089371,157.355316,-17.76272,-69.228455,114.098114,177.089752,8.835896,74.378624,-771.034851,21.673328,162.335709,-70.472595,145.739227,37.067204,442.012665,149.429504,145.656357,63.356697,148.826355,164.363388,-31.457483,184.393372,152.274109,-465.160339,418.512695,25.505915,-715.287842,400.72818,120.787354,-385.251831,485.572998,95.972694,-145.090164,647.121033,45.042606,-77.961784,777.026184,31.924606,-174.033325,876.913696,17.11721,-721.590271,-472.604919,129.12262,-310.529419,-289.022797,148.180496,-454.618805,-227.700546,109.700638,239.514648,-132.012253,161.64946,-111.314766,-69.204567,35.523785,462.215424,24.11235,124.392479,-566.610229,-9.364963,168.581879,-367.060699,26.359774,75.382935,325.924164,103.466179,166.067383,-201.148544,130.575256,115.82476,174.19899,287.640442,33.774708,418.131897,474.277679,73.273987,134.148712,832.297668,16.593248,158.653641,246.706329,128.822525,-531.962036,-130.838943,165.085114,-383.489777,587.019775,60.639084,30.725971,502.130463,64.455261,-526.900085,466.916321,89.307205,-455.733429,-367.610046,29.679455,-909.55072,-499.4086,109.084991,-487.110687,-2.103582,39.320019,-886.664429,-379.299103,36.860245,-853.792847,323.173096,149.060333,-367.772156,371.819794,128.626663,-120.586685,509.906647,27.417793,254.58226,35.913456,119.841225,162.573822,-736.747864,35.870148,-177.505844,272.730469,98.036812,-622.816711,858.073425,19.745007,-460.928314,250.04953,86.183151,246.306366,467.830536,23.355186,424.313141,666.897278,48.349243,-345.791809,719.719604,18.831968,273.496552,417.046906,19.223734,-808.247864,151.85321,68.6688,-766.599487,480.552124,91.801865,-286.075226,257.518951,170.769333,-286.38501
33,0.33,-692.43103,83.415581,-364.536407,-628.635986,34.055859,-765.545288,-555.718323,97.648956,49.541279,-530.988037,40.721508,369.906616,-444.959167,71.872208,223.908234,-394.617188,108.647003,-550.098022,-392.008179,125.907959,46.783878,-370.939423,136.676041,-159.341187,-185.898773,68.189339,-785.775146,-141.194016,133.285034,-521.142517,-155.08812,157.350479,-17.761602,-69.227005,114.091644,177.090393,8.834459,74.376335,-771.034485,21.674469,162.329773,-70.471924,145.740814,37.057705,442.012421,149.430908,145.648758,63.356979,148.827637,164.356262,-31.457142,184.393372,152.26889,-465.160126,418.511078,25.500134,-715.28894,400.728119,120.780045,-385.25238,485.573425,95.963516,-145.09108,647.121216,45.031811,-77.96344,777.026001,31.913288,-174.035385,876.911987,17.107882,-721.592651,-472.604645,129.121765,-310.527557,-289.022827,148.17894,-454.617371,-227.698959,109.695084,239.515762,-132.0112,161.644943,-111.31366,-69.202965,35.515869,462.21579,24.111853,124.389038,-566.609802,-9.364583,168.577667,-367.059875,26.361332,75.374962,325.924408,103.466995,166.061462,-201.148056,130.576706,115.816734,174.199097,287.641968,33.764225,418.131165,474.278748,73.263474,134.147751,832.298462,16.579823,158.651367,246.705917,128.817154,-531.962158,-130.838638,165.08197,-383.488708,587.020447,60.628212,30.724585,502.129608,64.447876,-526.901245,466.915863,89.299736,-455.734314,-367.612213,29.680811,-909.549744,-499.409149,109.085243,-487.108826,-2.105631,39.318394,-886.664307,-379.301086,36.861408,-853.791748,323.173309,149.053543,-367.772339,371.820618,128.61824,-120.587135,509.907654,27.406395,254.580856,35.914917,119.834007,162.57428,-736.747925,35.870689,-177.503754,272.729645,98.031708,-622.817078,858.07251,19.734501,-460.930634,250.050934,86.173836,246.306046,467.831879,23.343266,424.311951,666.89679,48.339645,-345.793488,719.720703,18.818825,273.494537,417.044922,19.218445,-808.24884,151.85173,68.665367,-766.599731,480.552094,91.793434,-286.076172,257.519531,170.76265,-286.384949
34,0.34,-692.432678,83.422966,-364.537994,-628.638977,34.064537,-765.547302,-555.718689,97.653961,49.539417,-530.987915,40.725094,369.904358,-444.95932,71.875938,223.905945,-394.619202,108.653595,-550.10022,-392.008453,125.912132,46.781719,-370.940247,136.680939,-159.343369,-185.901672,68.195808,-785.778137,-141.195831,133.290207,-521.145325,-155.088394,157.353699,-17.76433,-69.227036,114.09362,177.087341,8.831673,74.381737,-771.038086,21.674023,162.332291,-70.475075,145.741104,37.057495,442.008392,149.430725,145.650055,63.35339,148.827316,164.357925,-31.460644,184.39183,152.272171,-465.163788,418.508209,25.503181,-715.293762,400.726654,120.78186,-385.256714,485.572357,95.963921,-145.095764,647.120117,45.031113,-77.968758,777.024658,31.912312,-174.041107,876.909119,17.108589,-721.598755,-472.605865,129.127792,-310.529541,-289.024353,148.184601,-454.61972,-227.698807,109.697624,239.513016,-132.011734,161.648422,-111.316406,-69.202606,35.516689,462.212341,24.109871,124.393539,-566.613098,-9.365789,168.581528,-367.062958,26.361509,75.375839,325.920959,103.466217,166.064087,-201.151428,130.576691,115.817688,174.195435,287.642151,33.763382,418.126801,474.278351,73.26281,134.143021,832.297974,16.577206,158.645447,246.704071,128.820358,-531.966003,-130.83992,165.086517,-383.491425,587.019775,60.627384,30.719503,502.127472,64.449745,-526.906128,466.914001,89.301498,-455.738983,-367.615631,29.688717,-909.552307,-499.41095,109.092133,-487.110809,-2.108924,39.324318,-886.667847,-379.304291,36.869148,-853.794312,323.171967,149.055695,-367.776398,371.819824,128.619141,-120.591377,509.907379,27.405067,254.575851,35.914879,119.835495,162.570862,-736.749451,35.877537,-177.505356,272.727325,98.035141,-622.821167,858.070251,19.73427,-460.936615,250.050964,86.173874,246.301971,467.832092,23.341455,424.307068,666.894958,48.339928,-345.798859,719.720459,18.816345,273.488953,417.041718,19.22188,-808.253784,151.848907,68.670013,-766.603577,480.55072,91.794441,-286.080841,257.518555,170.764801,-286.388702
35,0.35,-692.43512,83.414467,-364.536346,-628.641052,34.0536,-765.545288,-555.72113,97.650337,49.540878,-530.989502,40.724289,369.90625,-444.961243,71.874977,223.907532,-394.62204,108.647102,-550.098999,-392.011169,125.910385,46.782883,-370.943176,136.677826,-159.342331,-185.904144,68.189888,-785.776794,-141.198929,133.286896,-521.14447,-155.091522,157.354202,-17.763556,-69.229546,114.096687,177.088379,8.829117,74.378204,-771.036621,21.670826,162.334442,-70.474449,145.739639,37.06517,442.01004,149.427795,145.65477,63.354076,148.824127,164.361908,-31.460106,184.388535,152.273087,-465.163147,418.506256,25.504879,-715.292236,400.723694,120.785965,-385.255981,485.569946,95.970917,-145.094879,647.118286,45.040527,-77.967537,777.022827,31.922482,-174.039856,876.907288,17.115608,-721.597412,-472.608856,129.122284,-310.528412,-289.027588,148.180099,-454.618805,-227.701218,109.699333,239.514175,-132.014969,161.648453,-111.315704,-69.204048,35.522011,462.214111,24.106867,124.391792,-566.612122,-9.369209,168.581009,-367.062347,26.359535,75.381195,325.922241,103.462906,166.066162,-201.150879,130.574173,115.823067,174.196365,287.640747,33.772518,418.128326,474.276306,73.271889,134.144073,832.296509,16.590662,158.64679,246.701035,128.821503,-531.965271,-130.843307,165.084442,-383.490753,587.017761,60.636959,30.720636,502.125092,64.453918,-526.905029,466.911469,89.305817,-455.738007,-367.617706,29.679693,-909.550476,-499.413727,109.084915,-487.109528,-2.111122,39.319756,-886.666382,-379.306458,36.860439,-853.79248,323.168823,149.059021,-367.775787,371.816986,128.625,-120.590683,509.905945,27.415506,254.577255,35.9123,119.839676,162.571854,-736.751221,35.870003,-177.503342,272.72464,98.035873,-622.820129,858.068542,19.743107,-460.935364,250.048843,86.181213,246.303024,467.83075,23.352764,424.308594,666.893005,48.347454,-345.797668,719.719116,18.829384,273.490326,417.039795,19.222818,-808.252136,151.846436,68.66819,-766.602356,480.548279,91.800255,-286.079926,257.515167,170.768021,-286.388275
36,0.36,-692.435242,83.404106,-364.54129,-628.639771,34.042107,-765.549866,-555.722656,97.641037,49.536331,-530.992249,40.715862,369.901947,-444.963409,71.866104,223.903519,-394.621429,108.636055,-550.102966,-392.012665,125.900986,46.778812,-370.94397,136.667847,-159.346298,-185.90271,68.178055,-785.779785,-141.198425,133.275772,-521.147522,-155.092773,157.344467,-17.766788,-69.231506,114.08744,177.085556,8.830488,74.366302,-771.039124,21.669752,162.324478,-70.477081,145.736649,37.056526,442.008148,149.426224,145.645081,63.351974,148.822906,164.351944,-31.462267,184.38884,152.261917,-465.165192,418.507324,25.492876,-715.29303,400.723755,120.774879,-385.257111,485.569122,95.960442,-145.095642,647.117188,45.030136,-77.967613,777.022034,31.911737,-174.039429,876.908386,17.103292,-721.596497,-472.6091,129.111938,-310.532684,-289.027313,148.169235,-454.622498,-227.703415,109.690361,239.510818,-132.0159,161.638474,-111.318863,-69.207115,35.513561,462.211487,24.107523,124.38044,-566.614624,-9.369239,168.570221,-367.065063,26.356987,75.372307,325.919861,103.462303,166.055771,-201.153214,130.572174,115.813698,174.19426,287.637817,33.763718,418.127014,474.274445,73.262192,134.143341,832.294434,16.580805,158.64743,246.701569,128.810104,-531.96698,-130.843246,165.0737,-383.493896,587.016296,60.626904,30.720293,502.125549,64.442368,-526.905579,466.911713,89.294495,-455.738831,-367.615906,29.667631,-909.554199,-499.413361,109.074104,-487.113831,-2.109349,39.307529,-886.66864,-379.304871,36.848534,-853.796204,323.168793,149.048035,-367.777344,371.816101,128.61467,-120.591957,509.903564,27.406118,254.576736,35.910358,119.830322,162.569336,-736.752014,35.860191,-177.508331,272.725464,98.024208,-622.821777,858.068665,19.731537,-460.934601,250.046585,86.171967,246.301514,467.82782,23.343861,424.307892,666.892883,48.336315,-345.797668,719.716614,18.819914,273.490601,417.041199,19.210562,-808.252991,151.847794,68.656204,-766.604248,480.547943,91.789398,-286.080688,257.514862,170.757294,-286.390076
37,0.37,-692.43634,83.400261,-364.532745,-628.642517,34.036018,-765.541321,-555.721802,97.640556,49.544186,-530.989624,40.717567,369.910034,-444.961609,71.867325,223.910965,-394.623627,108.632584,-550.096008,-392.012115,125.90136,46.785713,-370.944427,136.666992,-159.3396,-185.905823,68.174187,-785.773621,-141.200592,133.273819,-521.142029,-155.092667,157.345688,-17.76129,-69.23024,114.090347,177.090973,8.827418,74.363548,-771.033875,21.669588,162.326279,-70.47245,145.739609,37.062263,442.013,149.426788,145.648422,63.356133,148.822906,164.35466,-31.45826,184.386841,152.262054,-465.161255,418.504822,25.492645,-715.28949,400.722321,120.776657,-385.254028,485.568939,95.964211,-145.092819,647.117554,45.035187,-77.965218,777.022095,31.916872,-174.037582,876.905762,17.105446,-721.595154,-472.610291,129.109589,-310.525482,-289.029297,148.166946,-454.616272,-227.701828,109.692825,239.516998,-132.016266,161.639191,-111.313499,-69.204063,35.518291,462.217316,24.105185,124.379082,-566.609802,-9.370863,168.569946,-367.060333,26.359194,75.376671,325.925079,103.461479,166.057175,-201.149002,130.573441,115.817635,174.198654,287.640686,33.77005,418.131134,474.275757,73.267693,134.146362,832.296143,16.588352,158.649139,246.699341,128.81015,-531.963257,-130.844971,165.072678,-383.488556,587.017151,60.632339,30.7229,502.123718,64.443779,-526.902649,466.910065,89.296181,-455.735901,-367.619385,29.662006,-909.546753,-499.415283,109.07048,-487.106354,-2.112791,39.303978,-886.663208,-379.308105,36.843208,-853.788879,323.167267,149.049515,-367.774048,371.815857,128.617981,-120.588783,509.905701,27.412579,254.579956,35.911549,119.833694,162.574203,-736.751892,35.857307,-177.499222,272.722961,98.023796,-622.817871,858.067444,19.735254,-460.933075,250.04834,86.177002,246.305496,467.83078,23.351185,424.31131,666.891907,48.339764,-345.79538,719.718872,18.82761,273.492767,417.03833,19.209721,-808.249329,151.844772,68.654236,-766.59967,480.547058,91.792244,-286.077789,257.51358,170.758957,-286.386597
38,0.38,-692.435059,83.410904,-364.535156,-628.64209,34.049049,-765.544189,-555.720093,97.647545,49.541683,-530.987671,40.722202,369.907043,-444.959778,71.872467,223.908157,-394.622467,108.642761,-550.098511,-392.010071,125.90741,46.783268,-370.942627,136.674347,-159.342056,-185.905182,68.184761,-785.776733,-141.199234,133.282318,-521.144775,-155.090546,157.350815,-17.763823,-69.228134,114.09362,177.087997,8.828141,74.372887,-771.037231,21.671682,162.330719,-70.475189,145.741592,37.062458,442.009308,149.428955,145.651184,63.353031,148.825058,164.358078,-31.461121,184.388397,152.268265,-465.164276,418.505341,25.49921,-715.29364,400.723785,120.781059,-385.257538,485.570526,95.966461,-145.096573,647.119019,45.03603,-77.969536,777.023376,31.91761,-174.04213,876.90625,17.109371,-721.599915,-472.608704,129.118576,-310.527802,-289.02774,148.175858,-454.618774,-227.699692,109.696594,239.514206,-132.014252,161.644806,-111.316048,-69.202042,35.519604,462.213837,24.106428,124.386925,-566.612793,-9.369098,168.57663,-367.063019,26.361258,75.378357,325.921631,103.46344,166.062027,-201.151825,130.575546,115.819763,174.195496,287.642639,33.769581,418.127197,474.277527,73.268089,134.142487,832.297729,16.586483,158.64444,246.700668,128.816452,-531.966431,-130.843216,165.080154,-383.491089,587.01886,60.632782,30.71876,502.124725,64.448563,-526.906738,466.911255,89.300667,-455.739685,-367.61911,29.6745,-909.550049,-499.41394,109.080833,-487.108856,-2.112426,39.314178,-886.666748,-379.307678,36.855381,-853.791931,323.168884,149.05426,-367.777252,371.817688,128.620743,-120.592186,509.90741,27.41193,254.575668,35.913673,119.836449,162.571167,-736.750671,35.86692,-177.501923,272.72403,98.030571,-622.821411,858.068237,19.737497,-460.937805,250.050369,86.177933,246.301971,467.832672,23.349613,424.307007,666.893066,48.342327,-345.799713,719.720581,18.825605,273.488159,417.038666,19.21694,-808.253662,151.845474,68.662712,-766.603088,480.548492,91.795479,-286.081604,257.515472,170.763504,-286.389587
39,0.39,-692.431641,83.406425,-364.542725,-628.636353,34.042953,-765.551086,-555.718872,97.645164,49.534798,-530.988037,40.721272,369.900574,-444.959534,71.871056,223.901993,-394.618103,108.638084,-550.104675,-392.008911,125.905334,46.7771,-370.940338,136.671417,-159.348129,-185.899368,68.179482,-785.781372,-141.195038,133.278275,-521.149536,-155.089066,157.348938,-17.76886,-69.227654,114.092766,177.083618,8.833796,74.368065,-771.040955,21.673389,162.328979,-70.47924,145.740814,37.063202,442.006287,149.429977,145.650299,63.349724,148.826569,164.356796,-31.464518,184.392242,152.265137,-465.167419,418.510803,25.49547,-715.295044,400.727264,120.778717,-385.259399,485.572754,95.965332,-145.097885,647.120972,45.03553,-77.969742,777.025879,31.916954,-174.041595,876.911743,17.106525,-721.598816,-472.605591,129.114792,-310.534424,-289.023926,148.171799,-454.624451,-227.699539,109.695694,239.509048,-132.012314,161.642578,-111.320953,-69.202957,35.519997,462.209869,24.110907,124.383034,-566.61676,-9.365797,168.573532,-367.067322,26.361027,75.378357,325.91803,103.465851,166.059875,-201.155487,130.57605,115.819305,174.192184,287.641968,33.770512,418.125153,474.27832,73.26815,134.141205,832.298462,16.587376,158.645309,246.704987,128.813156,-531.969177,-130.839844,165.076767,-383.496002,587.020142,60.632629,30.718132,502.129089,64.445808,-526.907715,466.915192,89.298149,-455.741058,-367.61261,29.668316,-909.555542,-499.409851,109.076225,-487.115509,-2.106071,39.308826,-886.670349,-379.301483,36.849415,-853.797668,323.172211,149.051834,-367.779663,371.819733,128.619492,-120.594238,509.907654,27.412601,254.574799,35.914215,119.835747,162.567322,-736.748169,35.863171,-177.509521,272.728821,98.026939,-622.823853,858.072266,19.735754,-460.936798,250.050537,86.178032,246.299438,467.832031,23.350939,424.305908,666.896545,48.340698,-345.799835,719.720703,18.826767,273.488495,417.044647,19.212782,-808.254822,151.85112,68.658203,-766.606079,480.551544,91.793739,-286.082916,257.518341,170.761322,-286.392456
40,0.4,-692.43335,83.415154,-364.542633,-628.637634,34.052647,-765.551086,-555.721008,97.652786,49.535065,-530.990601,40.728081,369.900726,-444.961853,71.878197,223.902313,-394.619537,108.647125,-550.104126,-392.011047,125.912872,46.777607,-370.94223,136.679474,-159.347549,-185.900681,68.189003,-785.780884,-141.196503,133.287109,-521.148682,-155.091156,157.356522,-17.767965,-69.229919,114.099831,177.084473,8.832559,74.377449,-771.039978,21.671408,162.336624,-70.478172,145.73822,37.069492,442.007263,149.427841,145.657532,63.350887,148.824539,164.364258,-31.463295,184.390701,152.273651,-465.166168,418.50943,25.504507,-715.293762,400.725616,120.786942,-385.257965,485.570862,95.972916,-145.096451,647.118958,45.04287,-77.968254,777.023926,31.924463,-174.039993,876.910522,17.115355,-721.597046,-472.6073,129.123276,-310.533966,-289.025421,148.180542,-454.623718,-227.701859,109.702682,239.509674,-132.014221,161.650391,-111.320038,-69.205582,35.526348,462.21051,24.109461,124.391899,-566.615723,-9.367436,168.581909,-367.066223,26.358553,75.384995,325.918762,103.46402,166.06781,-201.154297,130.573776,115.826271,174.193298,287.639404,33.776794,418.126251,474.276062,73.275047,134.142548,832.296265,16.594046,158.646942,246.703461,128.821823,-531.967957,-130.841446,165.085236,-383.495087,587.018005,60.639732,30.719593,502.127594,64.45433,-526.906372,466.913635,89.306526,-455.739655,-367.613739,29.678232,-909.555298,-499.411469,109.085159,-487.115112,-2.107188,39.318512,-886.669617,-379.302673,36.859203,-853.797424,323.170593,149.060059,-367.778259,371.81778,128.62706,-120.592857,509.905273,27.41918,254.57608,35.911957,119.842796,162.568359,-736.750122,35.871449,-177.509613,272.727448,98.03582,-622.822571,858.070679,19.743927,-460.93512,250.048157,86.184761,246.300613,467.829468,23.357115,424.307129,666.894653,48.348698,-345.798309,719.718262,18.833199,273.490021,417.043457,19.222059,-808.253784,151.849869,68.667503,-766.605164,480.549744,91.801674,-286.081482,257.516632,170.769363,-286.391083
41,0.41,-692.433044,83.42379,-364.543427,-628.637207,34.064636,-765.552307,-555.721191,97.655533,49.534679,-530.991943,40.727238,369.899872,-444.962616,71.877815,223.90181,-394.6185,108.654076,-550.104248,-392.010864,125.913681,46.777756,-370.941589,136.682129,-159.34726,-185.899811,68.195847,-785.781006,-141.195312,133.290726,-521.148071,-155.09053,157.355118,-17.767132,-69.230125,114.095398,177.085037,8.833438,74.381798,-771.039917,21.672211,162.333603,-70.476982,145.736633,37.059746,442.007355,149.428207,145.651627,63.352169,148.825287,164.359329,-31.461895,184.392014,152.272766,-465.164825,418.509735,25.50333,-715.293335,400.72644,120.782608,-385.256592,485.570953,95.965096,-145.095169,647.118347,45.032402,-77.967209,777.023376,31.913414,-174.038879,876.910706,17.108709,-721.596069,-472.606415,129.128708,-310.533936,-289.024231,148.185242,-454.62323,-227.702179,109.699524,239.509888,-132.013382,161.649673,-111.319115,-69.207191,35.518986,462.210236,24.110607,124.393951,-566.614868,-9.366095,168.582336,-367.065033,26.357628,75.377892,325.91922,103.465065,166.065155,-201.152924,130.573593,115.819458,174.194153,287.637787,33.765579,418.126465,474.275482,73.264496,134.143585,832.294739,16.578905,158.64798,246.70462,128.820847,-531.966675,-130.840103,165.087296,-383.49411,587.017395,60.628876,30.720695,502.12796,64.450218,-526.905334,466.914124,89.302109,-455.738495,-367.613129,29.688545,-909.55603,-499.410583,109.092728,-487.115326,-2.106533,39.324177,-886.669739,-379.302094,36.869083,-853.798035,323.171722,149.056458,-367.776733,371.818298,128.620361,-120.591423,509.903839,27.406961,254.576706,35.911846,119.837242,162.569107,-736.750671,35.878708,-177.510956,272.728363,98.035461,-622.821716,858.070496,19.734852,-460.93399,250.047501,86.175766,246.301346,467.827667,23.34366,424.307709,666.894592,48.34074,-345.797211,719.716919,18.818253,273.490875,417.04364,19.221849,-808.253418,151.850693,68.670082,-766.604797,480.549988,91.795357,-286.080231,257.517883,170.765762,-286.389404
