Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
61,0.61,-692.435059,83.415138,-364.538696,-628.640076,34.055748,-765.547668,-555.722595,97.647293,49.53915,-530.99292,40.719261,369.904205,-444.963654,71.869804,223.906097,-394.621033,108.645554,-550.100037,-392.012329,125.905602,46.781929,-370.94339,136.673904,-159.343124,-185.902573,68.18734,-785.777161,-141.197708,133.28244,-521.144348,-155.092087,157.347198,-17.763346,-69.231369,114.087692,177.088684,8.830674,74.373474,-771.036255,21.670506,162.325821,-70.473518,145.735901,37.052422,442.010773,149.426758,145.644043,63.355385,148.823669,164.351669,-31.458616,184.389679,152.264816,-465.161621,418.50708,25.495424,-715.290405,400.724274,120.77491,-385.253723,485.569214,95.957649,-145.092392,647.116638,45.025158,-77.964706,777.021484,31.906218,-174.036575,876.907959,17.101206,-721.59375,-472.608643,129.12027,-310.529663,-289.026489,148.17688,-454.619232,-227.7034,109.691727,239.513809,-132.015137,161.641708,-111.315392,-69.207901,35.51149,462.213867,24.108128,124.385803,-566.611389,-9.368279,168.57428,-367.061493,26.356682,75.370369,325.922607,103.463158,166.057327,-201.149597,130.572342,115.811928,174.197556,287.637024,33.758369,418.129608,474.2742,73.257248,134.146393,832.293701,16.571999,158.650192,246.702194,128.812912,-531.963562,-130.842331,165.079117,-383.490417,587.01593,60.621651,30.723318,502.125549,64.442513,-526.902649,466.911926,89.294426,-455.735687,-367.616058,29.679783,-909.551941,-499.412933,109.084152,-487.110962,-2.109475,39.315758,-886.666138,-379.304993,36.860344,-853.793945,323.169556,149.048721,-367.773743,371.816559,128.612839,-120.588501,509.902893,27.39983,254.579453,35.910587,119.829628,162.572617,-736.752441,35.870148,-177.506149,272.72583,98.027481,-622.818481,858.068115,19.727499,-460.931763,250.046432,86.168396,246.304504,467.826965,23.336618,424.310516,666.892578,48.333313,-345.794739,719.715698,18.811331,273.493256,417.040955,19.213871,-808.250366,151.847931,68.66188,-766.601379,480.548035,91.787811,-286.077515,257.515808,170.757996,-286.386353
62,0.62,-692.438721,83.405952,-364.535675,-628.643555,34.047195,-765.544739,-555.726135,97.638313,49.542114,-530.995972,40.710094,369.907196,-444.96698,71.861153,223.909058,-394.624756,108.637825,-550.097107,-392.015991,125.897331,46.784893,-370.947174,136.665939,-159.340179,-185.906281,68.18074,-785.774292,-141.201569,133.275803,-521.141418,-155.095856,157.340027,-17.760471,-69.234833,114.080711,177.091461,8.826986,74.367706,-771.033508,21.666727,162.319458,-70.470703,145.73288,37.046143,442.013397,149.423096,145.638107,63.358173,148.819901,164.34584,-31.45586,184.385788,152.259521,-465.158875,418.503571,25.491379,-715.287903,400.720551,120.7705,-385.251099,485.565735,95.953392,-145.089828,647.113403,45.02153,-77.96225,777.018188,31.903244,-174.03418,876.904541,17.099173,-721.591492,-472.612335,129.112,-310.526611,-289.030426,148.169525,-454.616302,-227.706802,109.683998,239.516724,-132.018951,161.63472,-111.3125,-69.210915,35.50425,462.216736,24.104305,124.379921,-566.608643,-9.372205,168.568069,-367.058685,26.353441,75.36367,325.925476,103.459305,166.051453,-201.146805,130.568878,115.805817,174.200226,287.634003,33.75272,418.132233,474.270874,73.25267,134.14888,832.290649,16.568981,158.652557,246.698364,128.807968,-531.960876,-130.846252,165.072403,-383.487518,587.012634,60.617664,30.725807,502.12204,64.438683,-526.900024,466.908264,89.290367,-455.733124,-367.619568,29.672504,-909.54895,-499.416718,109.07592,-487.108002,-2.113044,39.310059,-886.663391,-379.308533,36.852974,-853.790955,323.16571,149.043945,-367.771027,371.812866,128.608047,-120.585869,509.89978,27.3953,254.581924,35.907085,119.823112,162.575348,-736.755737,35.860588,-177.503143,272.722107,98.022728,-622.815918,858.064819,19.725151,-460.929443,250.043091,86.162743,246.307175,467.823975,23.331755,424.313019,666.88916,48.330021,-345.792297,719.712769,18.807701,273.495667,417.037476,19.209929,-808.247864,151.844269,68.656746,-766.598755,480.544495,91.783653,-286.074951,257.511902,170.752853,-286.383606
63,0.63,-692.436218,83.415237,-364.539642,-628.640137,34.059227,-765.548828,-555.724792,97.64431,49.538643,-530.995728,40.713722,369.903351,-444.966248,71.865616,223.905655,-394.621735,108.647743,-550.099976,-392.014557,125.902954,46.782078,-370.945221,136.672974,-159.342834,-185.902634,68.191856,-785.776978,-141.198563,133.284897,-521.143433,-155.094193,157.345535,-17.762392,-69.233879,114.084618,177.089478,8.830547,74.37825,-771.035522,21.668516,162.324921,-70.472061,145.73288,37.047623,442.011566,149.424469,145.642303,63.357025,148.821564,164.350723,-31.456858,184.388672,152.267441,-465.159851,418.506927,25.500536,-715.289124,400.723114,120.777321,-385.251648,485.567505,95.958275,-145.090378,647.114929,45.025555,-77.962685,777.019958,31.90764,-174.034332,876.907776,17.107286,-721.59137,-472.609924,129.120377,-310.529663,-289.027557,148.178513,-454.618622,-227.706024,109.687836,239.514267,-132.017044,161.640854,-111.314316,-69.210945,35.506104,462.214203,24.107418,124.388947,-566.610291,-9.369567,168.575729,-367.060089,26.353874,75.36628,325.923401,103.461464,166.057678,-201.147919,130.569839,115.809273,174.198837,287.634064,33.754032,418.130798,474.27182,73.255585,134.148209,832.291382,16.570837,158.652481,246.70137,128.816223,-531.961853,-130.843567,165.08049,-383.489288,587.013916,60.621044,30.725315,502.124847,64.446281,-526.900757,466.91095,89.297531,-455.733734,-367.615753,29.684938,-909.552429,-499.413849,109.085632,-487.111176,-2.10923,39.321449,-886.66571,-379.30484,36.865044,-853.794312,323.168274,149.050842,-367.771667,371.814667,128.613037,-120.586479,509.90033,27.397261,254.581009,35.908092,119.826866,162.57373,-736.754089,35.868649,-177.507584,272.725281,98.03157,-622.816956,858.067322,19.731432,-460.929443,250.043808,86.165382,246.305908,467.823975,23.332581,424.31192,666.891479,48.335922,-345.792633,719.713135,18.809006,273.495331,417.041016,19.219757,-808.249207,151.847809,68.666908,-766.600342,480.546722,91.789566,-286.0755,257.514343,170.759323,-286.384216
64,0.64,-692.435486,83.415932,-364.539459,-628.639771,34.0569,-765.548218,-555.723755,97.647972,49.538643,-530.994385,40.719738,369.903778,-444.965057,71.870499,223.905777,-394.621185,108.646858,-550.100342,-392.013489,125.906464,46.781719,-370.944275,136.674973,-159.343307,-185.902344,68.189079,-785.7771,-141.197998,133.284042,-521.144165,-155.093124,157.348419,-17.763197,-69.232689,114.08889,177.088943,8.83089,74.37545,-771.036011,21.669529,162.327316,-70.473076,145.734283,37.053711,442.011261,149.425583,145.645584,63.356071,148.822601,164.353302,-31.457991,184.389328,152.266769,-465.16095,418.507233,25.497862,-715.28949,400.723816,120.777107,-385.252716,485.56839,95.959785,-145.091293,647.115906,45.027439,-77.963394,777.020935,31.908728,-174.035065,876.908142,17.104239,-721.592163,-472.6091,129.121323,-310.529968,-289.026917,148.178253,-454.619263,-227.704773,109.69268,239.51384,-132.016068,161.643036,-111.315186,-69.209549,35.512489,462.214142,24.107956,124.387634,-566.610962,-9.368807,168.575943,-367.061127,26.355185,75.371582,325.923126,103.462372,166.059021,-201.149033,130.571045,115.813385,174.198059,287.635437,33.759842,418.130371,474.273041,73.259171,134.147491,832.292542,16.57436,158.651825,246.701965,128.815018,-531.96283,-130.842819,165.080658,-383.490204,587.014954,60.623787,30.724541,502.125397,64.444946,-526.901489,466.911621,89.296753,-455.734619,-367.615631,29.68137,-909.552124,-499.413239,109.085274,-487.111359,-2.109021,39.317799,-886.665833,-379.304535,36.861893,-853.794067,323.169067,149.050797,-367.772827,371.815674,128.614807,-120.587563,509.90152,27.401716,254.580551,35.90929,119.830963,162.573013,-736.753113,35.870758,-177.506973,272.7258,98.029686,-622.817749,858.067932,19.730337,-460.930176,250.045059,86.169952,246.305252,467.825409,23.338326,424.311493,666.892151,48.335815,-345.793365,719.714478,18.813469,273.49472,417.041229,19.216381,-808.249451,151.848145,68.66404,-766.60083,480.547485,91.790039,-286.076385,257.515137,170.759918,-286.385498
65,0.65,-692.435364,83.424698,-364.538391,-628.640442,34.065857,-765.547485,-555.722839,97.655174,49.539536,-530.993469,40.726284,369.904541,-444.96402,71.876701,223.906433,-394.621094,108.653908,-550.099609,-392.012451,125.912605,46.782433,-370.94339,136.681259,-159.342636,-185.902863,68.195114,-785.776733,-141.197678,133.289383,-521.143799,-155.092026,157.353058,-17.762779,-69.231506,114.092667,177.089188,8.830428,74.380157,-771.035767,21.670662,162.330841,-70.472893,145.735291,37.055634,442.011078,149.426788,145.648071,63.355953,148.823807,164.355927,-31.457991,184.389847,152.269867,-465.161011,418.506531,25.499769,-715.290039,400.724213,120.77861,-385.253204,485.569031,95.96035,-145.091888,647.116211,45.026829,-77.964294,777.021057,31.907402,-174.036179,876.907349,17.10309,-721.593506,-472.608643,129.128525,-310.529175,-289.026428,148.184464,-454.618683,-227.703568,109.697411,239.514328,-132.014999,161.647675,-111.314812,-69.208488,35.51582,462.214203,24.108133,124.391945,-566.610901,-9.368062,168.580154,-367.060913,26.356302,75.374489,325.923065,103.463341,166.062241,-201.148972,130.57222,115.815826,174.198059,287.636444,33.760872,418.129944,474.273834,73.259377,134.146835,832.29303,16.572155,158.650574,246.702225,128.817764,-531.963074,-130.842117,165.085693,-383.489807,587.015625,60.623405,30.723766,502.125275,64.445984,-526.902222,466.911682,89.297928,-455.735199,-367.616547,29.688805,-909.551636,-499.413055,109.092941,-487.110535,-2.109885,39.322762,-886.665833,-379.305359,36.869312,-853.79364,323.169678,149.052795,-367.773102,371.816498,128.616089,-120.587936,509.902191,27.401499,254.579849,35.910469,119.834061,162.573135,-736.752991,35.87952,-177.50592,272.725708,98.03241,-622.818054,858.067627,19.728907,-460.931427,250.046127,86.171486,246.304962,467.826233,23.338146,424.310822,666.892151,48.335487,-345.794281,719.715088,18.811829,273.493713,417.040344,19.218422,-808.250183,151.847641,68.667786,-766.600952,480.547852,91.790855,-286.076996,257.516022,170.762238,-286.385681
66,0.66,-692.430481,83.418472,-364.537872,-628.634705,34.060291,-765.546814,-555.718689,97.6502,49.540192,-530.988953,40.7215,369.905212,-444.959717,71.872749,223.907257,-394.616272,108.650536,-550.098755,-392.008392,125.90918,46.783268,-370.93924,136.678055,-159.341751,-185.897446,68.193726,-785.775635,-141.193115,133.288391,-521.142578,-155.08815,157.351883,-17.761677,-69.227516,114.092262,177.090378,8.835808,74.380615,-771.034607,21.674446,162.331345,-70.471611,145.739731,37.057228,442.012451,149.430603,145.649765,63.357441,148.827545,164.35762,-31.45656,184.394135,152.271927,-465.159576,418.512329,25.504074,-715.288391,400.728729,120.782715,-385.251465,485.573547,95.965225,-145.090103,647.121216,45.033226,-77.962326,777.026184,31.915031,-174.034088,876.91333,17.111734,-721.59137,-472.604248,129.12439,-310.528412,-289.022095,148.182068,-454.617737,-227.699585,109.695503,239.515335,-132.011124,161.646698,-111.313675,-69.204048,35.515381,462.215332,24.112827,124.392509,-566.609558,-9.363994,168.580399,-367.059631,26.360519,75.374969,325.924438,103.467239,166.063492,-201.147583,130.576187,115.817307,174.199432,287.64093,33.763805,418.131561,474.278229,73.264114,134.148575,832.297913,16.580261,158.652786,246.706848,128.820435,-531.961487,-130.838013,165.084778,-383.488678,587.020142,60.629219,30.725613,502.130493,64.451065,-526.900391,466.916565,89.302666,-455.733429,-367.610626,29.685728,-909.550659,-499.408264,109.088562,-487.109802,-2.104059,39.323132,-886.66449,-379.299591,36.866116,-853.792664,323.17392,149.056168,-367.771515,371.820648,128.619888,-120.586266,509.906952,27.406559,254.581635,35.914425,119.834648,162.574448,-736.747864,35.872856,-177.505447,272.730713,98.035339,-622.816528,858.073242,19.737341,-460.92926,250.050278,86.174088,246.306503,467.830902,23.342766,424.312561,666.897278,48.342098,-345.792328,719.71991,18.818863,273.495667,417.046295,19.222744,-808.248413,151.853073,68.669586,-766.599548,480.55249,91.7957,-286.075226,257.519989,170.764984,-286.384125
67,0.67,-692.428772,83.417793,-364.541229,-628.631348,34.066452,-765.550781,-555.718201,97.643509,49.537464,-530.989319,40.709736,369.901703,-444.959747,71.863792,223.904419,-394.614044,108.654404,-550.10083,-392.008179,125.903366,46.781555,-370.938477,136.675705,-159.343246,-185.894196,68.202499,-785.777649,-141.191132,133.293091,-521.143433,-155.087891,157.348328,-17.76214,-69.227638,114.085999,177.089493,8.838937,74.390144,-771.035889,21.674879,162.329559,-70.47142,145.739166,37.047783,442.011108,149.430695,145.646469,63.357754,148.82785,164.355865,-31.45595,184.395889,152.277405,-465.158997,418.515503,25.514818,-715.289185,400.730377,120.78801,-385.250732,485.574554,95.967056,-145.089508,647.122253,45.034801,-77.962044,777.027649,31.918831,-174.033569,876.916504,17.124935,-721.590637,-472.602844,129.123962,-310.530304,-289.020325,148.184921,-454.618744,-227.699905,109.687408,239.513794,-132.01059,161.644791,-111.313988,-69.204704,35.504501,462.213287,24.115034,124.398796,-566.610046,-9.362653,168.583267,-367.059479,26.360102,75.366798,325.923218,103.468079,166.064285,-201.147079,130.57608,115.812126,174.199203,287.640442,33.75547,418.130585,474.278503,73.261353,134.148819,832.298462,16.578951,158.653152,246.708923,128.827316,-531.961121,-130.836578,165.087296,-383.488953,587.020874,60.628712,30.725986,502.132904,64.459175,-526.900269,466.91861,89.309441,-455.733002,-367.606781,29.695562,-909.553955,-499.406281,109.090866,-487.112152,-2.100363,39.33448,-886.666504,-379.296021,36.874992,-853.795837,323.175354,149.060791,-367.770538,371.821411,128.620743,-120.585495,509.907013,27.402021,254.581207,35.914322,119.82917,162.573914,-736.746399,35.868923,-177.50975,272.733215,98.043823,-622.816589,858.075623,19.746222,-460.92868,250.050095,86.168358,246.306168,467.830383,23.33527,424.311951,666.899292,48.348118,-345.791931,719.720032,18.815092,273.495789,417.049866,19.234993,-808.249146,151.856216,68.679787,-766.600403,480.554016,91.799789,-286.074707,257.521057,170.767929,-286.383026
68,0.68,-692.430176,83.411179,-364.538605,-628.634216,34.051521,-765.547363,-555.718567,97.644318,49.539448,-530.989136,40.716747,369.904694,-444.959747,71.867424,223.906631,-394.615875,108.64241,-550.099426,-392.008301,125.903191,46.782524,-370.939087,136.671326,-159.342545,-185.896927,68.184647,-785.776062,-141.192764,133.280212,-521.143311,-155.088074,157.345535,-17.762423,-69.227509,114.086571,177.089813,8.836291,74.371475,-771.035095,21.674633,162.324692,-70.472298,145.739594,37.052372,442.012299,149.430725,145.643539,63.356876,148.827713,164.351044,-31.457186,184.394516,152.263809,-465.160095,418.512695,25.494919,-715.288391,400.729004,120.77475,-385.251831,485.5737,95.958076,-145.090347,647.121338,45.026222,-77.962296,777.026367,31.907618,-174.03392,876.913696,17.102293,-721.591003,-472.603912,129.117157,-310.529205,-289.021759,148.174225,-454.6185,-227.6996,109.690117,239.514709,-132.010941,161.640015,-111.314438,-69.204216,35.510708,462.215179,24.113222,124.384102,-566.610107,-9.363659,168.572723,-367.060364,26.360437,75.369759,325.92392,103.467491,166.056366,-201.148239,130.576218,115.811493,174.19899,287.640778,33.758778,418.131409,474.278259,73.257957,134.148422,832.297852,16.573996,158.652985,246.707199,128.812027,-531.962036,-130.837677,165.077118,-383.489471,587.020264,60.622639,30.725584,502.130737,64.442543,-526.900452,466.916901,89.294403,-455.733612,-367.610077,29.676304,-909.551086,-499.407959,109.080719,-487.110565,-2.10353,39.31358,-886.664795,-379.299133,36.856899,-853.793091,323.174194,149.048309,-367.771973,371.820862,128.612885,-120.58667,509.906891,27.400814,254.581665,35.914471,119.82885,162.573868,-736.747681,35.866257,-177.506058,272.73114,98.026581,-622.816772,858.073486,19.728855,-460.929047,250.050247,86.168465,246.306183,467.83075,23.337662,424.312653,666.897583,48.334126,-345.792297,719.719788,18.813074,273.49588,417.046814,19.213259,-808.248474,151.853561,68.660393,-766.599854,480.552765,91.78804,-286.075439,257.520264,170.757462,-286.384735
69,0.69,-692.43219,83.40844,-364.537262,-628.637024,34.052902,-765.546692,-555.719421,97.63765,49.540607,-530.989197,40.706921,369.905212,-444.960297,71.8592,223.907257,-394.618347,108.642021,-550.098633,-392.009308,125.896812,46.783508,-370.940552,136.667053,-159.341492,-185.899918,68.186958,-785.776123,-141.195175,133.279968,-521.142944,-155.089325,157.340195,-17.761677,-69.22818,114.07943,177.089905,8.833311,74.37397,-771.035522,21.673262,162.32019,-70.471939,145.7397,37.042938,442.011017,149.429688,145.637894,63.356789,148.826416,164.346375,-31.457155,184.392181,152.263489,-465.160278,418.51001,25.497519,-715.290405,400.726929,120.774025,-385.252838,485.572266,95.955078,-145.091797,647.120056,45.022835,-77.964676,777.024963,31.905397,-174.036758,876.910889,17.105728,-721.59436,-472.605774,129.114243,-310.527985,-289.023956,148.17305,-454.617523,-227.700089,109.682091,239.515152,-132.012421,161.635666,-111.313705,-69.204056,35.500717,462.214386,24.110676,124.384567,-566.610168,-9.365789,168.571136,-367.059845,26.360199,75.361298,325.923462,103.46579,166.053299,-201.148056,130.575531,115.804718,174.198593,287.640808,33.749821,418.129761,474.277618,73.252159,134.146774,832.297302,16.568548,158.649857,246.704758,128.812515,-531.962524,-130.839828,165.075485,-383.488708,587.019409,60.618057,30.723497,502.128479,64.443398,-526.902344,466.914734,89.294502,-455.735107,-367.613342,29.679552,-909.551147,-499.410278,109.079521,-487.109467,-2.106734,39.317211,-886.66571,-379.302185,36.85957,-853.793152,323.172119,149.047287,-367.772522,371.819427,128.609482,-120.587517,509.906525,27.393862,254.579483,35.913731,119.822021,162.573792,-736.749023,35.861572,-177.505096,272.728455,98.028023,-622.817749,858.071411,19.729652,-460.932129,250.049835,86.161163,246.305252,467.830811,23.328953,424.310547,666.89563,48.333447,-345.794678,719.719604,18.806286,273.493042,417.043823,19.216799,-808.250427,151.850601,68.663078,-766.600708,480.550964,91.786461,-286.076935,257.518341,170.755508,-286.384888
70,0.7,-692.434998,83.413719,-364.539001,-628.639526,34.057079,-765.548218,-555.722778,97.643562,49.539028,-530.993103,40.713516,369.903931,-444.963989,71.865234,223.905914,-394.621002,108.646111,-550.099976,-392.012726,125.902298,46.782104,-370.943665,136.672012,-159.34288,-185.902344,68.189972,-785.777222,-141.197754,133.283478,-521.143982,-155.092468,157.34494,-17.762869,-69.231705,114.084396,177.088974,8.83092,74.376518,-771.036194,21.67017,162.324371,-70.472893,145.735641,37.047981,442.01059,149.426407,145.642044,63.355984,148.823303,164.350281,-31.45796,184.389587,152.266327,-465.161011,418.507324,25.499157,-715.290527,400.724182,120.776474,-385.253204,485.569061,95.957886,-145.09198,647.116577,45.025375,-77.964531,777.021667,31.907394,-174.036407,876.908386,17.10619,-721.593689,-472.608734,129.11908,-310.52948,-289.026611,148.177109,-454.618866,-227.703766,109.687614,239.513992,-132.015442,161.640106,-111.314857,-69.208176,35.506355,462.213562,24.108149,124.38755,-566.611023,-9.368479,168.574677,-367.060883,26.356361,75.366364,325.922791,103.462883,166.056931,-201.148926,130.572021,115.809174,174.197906,287.63681,33.75444,418.129578,474.273987,73.255646,134.146637,832.29364,16.571171,158.650314,246.702209,128.815018,-531.963135,-130.842529,165.079315,-383.489868,587.015869,60.62101,30.723557,502.125671,64.445274,-526.902466,466.911957,89.296616,-455.735321,-367.615631,29.682734,-909.552307,-499.413025,109.084038,-487.110962,-2.109066,39.319519,-886.666443,-379.304535,36.862915,-853.794312,323.169403,149.049973,-367.773071,371.816345,128.61261,-120.587936,509.90271,27.397543,254.579453,35.910244,119.826698,162.572922,-736.75238,35.867413,-177.506729,272.725952,98.030251,-622.818237,858.06842,19.730768,-460.931732,250.046127,86.165489,246.304749,467.826721,23.333124,424.310455,666.892761,48.335316,-345.794525,719.715637,18.809475,273.493378,417.041351,19.218214,-808.250549,151.848175,68.665268,-766.601318,480.548035,91.78894,-286.077118,257.515564,170.758545,-286.385529
71,0.71,-692.431213,83.403961,-364.539459,-628.635742,34.044773,-765.54834,-555.718201,97.638771,49.538181,-530.987244,40.711639,369.903442,-444.95871,71.863152,223.905014,-394.617645,108.638275,-550.101135,-392.008392,125.899376,46.780663,-370.93988,136.667633,-159.344406,-185.898926,68.182617,-785.778503,-141.194672,133.278809,-521.145874,-155.088638,157.344223,-17.764971,-69.227043,114.086288,177.08699,8.834198,74.371529,-771.037903,21.673805,162.325256,-70.475388,145.741699,37.054516,442.008911,149.430481,145.645508,63.353405,148.826981,164.352982,-31.460688,184.392563,152.265869,-465.163757,418.511353,25.499382,-715.292603,400.727722,120.779198,-385.256073,485.573334,95.963547,-145.094849,647.121765,45.033451,-77.967285,777.02655,31.916185,-174.039322,876.912354,17.111645,-721.59668,-472.605133,129.11232,-310.530731,-289.02359,148.171265,-454.620667,-227.698929,109.688171,239.512375,-132.011902,161.638916,-111.317047,-69.202019,35.510567,462.212372,24.111248,124.38443,-566.613281,-9.365484,168.572784,-367.063354,26.361786,75.370575,325.92099,103.466209,166.057709,-201.151611,130.57666,115.813347,174.195572,287.642822,33.762428,418.127533,474.279022,73.263458,134.143997,832.299377,16.583345,158.6474,246.705292,128.814758,-531.96582,-130.839493,165.075882,-383.492126,587.020874,60.629288,30.72077,502.129547,64.44799,-526.905029,466.91568,89.299515,-455.738068,-367.612122,29.672258,-909.552917,-499.409515,109.0755,-487.112,-2.105594,39.313461,-886.667725,-379.301025,36.852764,-853.794922,323.172607,149.051941,-367.776031,371.820251,128.617172,-120.590843,509.908569,27.406759,254.577103,35.914818,119.829674,162.570755,-736.747498,35.858665,-177.506729,272.729218,98.029533,-622.82074,858.072998,19.738131,-460.934631,250.051224,86.171631,246.302414,467.832916,23.343243,424.308167,666.897034,48.341434,-345.797363,719.72168,18.821262,273.490601,417.045166,19.217648,-808.252563,151.851532,68.661972,-766.60321,480.552032,91.793388,-286.079926,257.518677,170.760391,-286.38858
72,0.72,-692.431946,83.419205,-364.54184,-628.636108,34.062786,-765.551025,-555.719971,97.648872,49.536331,-530.990479,40.718678,369.901001,-444.96109,71.870499,223.903229,-394.617645,108.651787,-550.102661,-392.009705,125.907677,46.779469,-370.940582,136.677505,-159.345474,-185.898804,68.195839,-785.779785,-141.194489,133.28923,-521.146423,-155.089462,157.350418,-17.765327,-69.228828,114.089813,177.086517,8.834392,74.382446,-771.038635,21.67318,162.329926,-70.475266,145.738342,37.053345,442.00827,149.429321,145.647598,63.353703,148.826279,164.355911,-31.46018,184.392822,152.272171,-465.163239,418.510895,25.505215,-715.292603,400.727417,120.782356,-385.255341,485.572174,95.963669,-145.094101,647.119751,45.031185,-77.966537,777.024719,31.913303,-174.038361,876.911743,17.112396,-721.595642,-472.605621,129.124634,-310.532166,-289.023407,148.18277,-454.621429,-227.700882,109.692947,239.511414,-132.012405,161.64566,-111.317314,-69.205444,35.511631,462.211243,24.111458,124.393387,-566.613464,-9.365291,168.580383,-367.063232,26.359163,75.37175,325.920471,103.465958,166.062622,-201.151215,130.574875,115.814674,174.195572,287.639496,33.759872,418.12735,474.276855,73.261284,134.144531,832.296509,16.576931,158.648392,246.705475,128.820923,-531.965332,-130.839325,165.084991,-383.492279,587.01886,60.626747,30.721485,502.129089,64.451256,-526.904541,466.915192,89.302551,-455.737427,-367.612061,29.688604,-909.554871,-499.409637,109.089645,-487.113647,-2.105519,39.325508,-886.668762,-379.301086,36.868748,-853.796875,323.172607,149.055801,-367.775269,371.819336,128.618362,-120.59008,509.905579,27.403139,254.577332,35.913105,119.832169,162.570587,-736.749268,35.872776,-177.509628,272.729279,98.036209,-622.820435,858.071777,19.736841,-460.933594,250.048935,86.17099,246.302536,467.829468,23.338615,424.30835,666.895874,48.34127,-345.796539,719.718567,18.81513,273.491333,417.04483,19.224316,-808.252625,151.851654,68.671257,-766.603638,480.551117,91.7948,-286.079193,257.518707,170.764328,-286.387756
73,0.73,-692.432373,83.416458,-364.542725,-628.63623,34.05629,-765.551453,-555.720459,97.651329,49.535244,-530.990479,40.724625,369.900604,-444.961456,71.875488,223.902435,-394.618256,108.649055,-550.10376,-392.010406,125.911179,46.778141,-370.941376,136.678986,-159.346939,-185.89917,68.192001,-785.780579,-141.195267,133.288437,-521.147827,-155.090424,157.354797,-17.766983,-69.229485,114.096779,177.085251,8.834004,74.380043,-771.039368,21.672226,162.3349,-70.476982,145.738251,37.064449,442.007874,149.428482,145.6548,63.352139,148.825317,164.362106,-31.461954,184.391937,152.274094,-465.164856,418.510773,25.50605,-715.292908,400.726715,120.786507,-385.256653,485.571655,95.970879,-145.095139,647.119629,45.040142,-77.967094,777.024597,31.922094,-174.038757,876.911743,17.116152,-721.595764,-472.606323,129.123871,-310.533508,-289.024292,148.181702,-454.622986,-227.701492,109.699509,239.510269,-132.013367,161.6492,-111.319016,-69.205597,35.521542,462.210876,24.110756,124.393211,-566.614746,-9.366289,168.582047,-367.065033,26.358791,75.380867,325.919586,103.464981,166.066757,-201.152985,130.574219,115.822891,174.194305,287.639435,33.771645,418.126862,474.27652,73.271317,134.143738,832.296509,16.589552,158.648193,246.704727,128.822556,-531.966675,-130.840271,165.085709,-383.494049,587.018616,60.63644,30.720816,502.128723,64.454582,-526.905151,466.914703,89.306404,-455.738403,-367.612183,29.682301,-909.555298,-499.410248,109.086876,-487.114807,-2.105683,39.321815,-886.669189,-379.301178,36.862949,-853.797302,323.171692,149.059647,-367.776855,371.818634,128.625061,-120.591484,509.905518,27.414658,254.576981,35.912434,119.839638,162.569321,-736.74939,35.871689,-177.510025,272.728729,98.037048,-622.821533,858.071777,19.743189,-460.933868,250.048523,86.180733,246.301559,467.829468,23.351639,424.307983,666.89563,48.347565,-345.797089,719.718567,18.828213,273.491089,417.04483,19.224167,-808.25293,151.851303,68.669807,-766.604431,480.550659,91.800507,-286.0802,257.5177,170.76857,-286.389557
